parameter,rhat,gelman,ess_basic
gamma,1.1253213935792028,1.0515576887052343,323.7671015205059
kappa,1.108205786094293,1.0430742779688176,365.67985751742117
beta,1.124635710689079,1.0456000567034036,322.2655402171339
tevent,1.0092648499654688,1.0051349481304204,1399.604205182678
scaling,1.1200674280917295,1.0441517510090692,331.7956037606225
I0,1.0045405186069563,1.0016861026671806,1879.710628412628
