parameter,rhat,gelman,ess_basic
gamma,1.0081220031196902,1.0051438224161962,1777.8873956990462
kappa,1.0069033317584204,1.0042594191553535,1590.264826960137
beta,1.0081713663707257,1.0055337642900146,1786.4671700414772
tevent,1.003400352238997,1.0033974809506416,2161.978358371935
scaling,1.0078684866540346,1.0061704729346137,1777.4542328105651
I0,1.0047886350830237,1.001917109693954,2536.1237407061762
