,0,1,2
0,0.10348954154516596,0.04893205301961541,0.035618588719128846
1,0.09608365769260828,0.03738282027689638,0.03469447503618024
2,0.10269030252908075,0.04391556409145267,0.036322999585900434
3,0.10113049265166735,0.03710613828272918,0.03778758224540542
4,0.1013811913102364,0.03532126009599192,0.03741335220706342
5,0.09843806838660034,0.03768165873266765,0.03610040755128445
6,0.09824220251010479,0.03684747067016811,0.03757848501213238
7,0.09957713220876412,0.03460764166783225,0.035677177764773964
8,0.09964277118630865,0.03615841156107446,0.035261851195044006
9,0.09642994423011184,0.037406003923551326,0.04245285057153966
10,0.10325008262484608,0.034295808221629115,0.03546398289248798
11,0.10070173702028497,0.040418135819967005,0.03991667965169579
12,0.09710776948076152,0.036462420733114134,0.03609620442052839
13,0.0979563971776823,0.03656925394920166,0.036417414498831624
14,0.09494432479495263,0.035805373111123646,0.036791427279893936
15,0.09481706252699003,0.03609969890826804,0.035793737776649015
16,0.09595196073543043,0.03744068761805927,0.03698360048970884
17,0.10187355683352974,0.03660246574423065,0.03484539211334789
18,0.0944574403217097,0.03607695180411735,0.036330541013488066
19,0.10258416869184386,0.035987269419542195,0.0359920969542631
