parameter,rhat,gelman,ess_basic
gamma,1.0085645894447601,1.0055395043802735,1000.1551632867084
kappa,1.0051726652411308,1.0053875439317785,1794.684684539501
beta,1.0097570140976777,1.0057573419312444,1098.8276797146052
tevent,1.0066536879263013,1.0020701797437082,1946.686579565164
scaling,1.0077246327350398,1.0044139250000756,1073.9457294913145
I0,1.002233350452788,1.0019512029384519,2303.011559065856
