parameter,rhat,gelman,ess_basic
gamma,1.1849662470885005,1.1338939151021865,288.0866725803024
kappa,1.0603869713537992,1.0476472905322274,633.9358957269242
beta,1.1855632327755496,1.1511708725303929,283.2329745345904
tevent,1.0086580426614957,1.0076525727831844,2000.6483380821624
scaling,1.071116217352755,1.059038236335464,524.8443043302061
I0,1.0191187209042507,1.0103502567183593,1293.4621924421804
