parameter,rhat,gelman,ess_basic
r0,1.0015868172057418,1.0013932545601003,3522.5219542378645
e0,1.0007600765445253,1.0003122032510217,3357.0685246570847
s0,1.0019709384344602,1.0004330606011824,3486.5974664338573
tevent,1.002083158762441,1.0014821593318772,3563.427325140732
I0,1.0012958756617873,1.0009834150841417,3688.1108096018024
