parameter,rhat_new_1,ess_basic_new_1,rhat_new_2,ess_basic_new_2,rhat_new_3,ess_basic_new_3,rhat_new_4,ess_basic_new_4,rhat_new_5,ess_basic_new_5,rhat_new_6,ess_basic_new_6,rhat_new_7,ess_basic_new_7,rhat_new_8,ess_basic_new_8,rhat_new_9,ess_basic_new_9,rhat_new_10,ess_basic_new_10,rhat_new_11,ess_basic_new_11,rhat_new_12,ess_basic_new_12,rhat_new_13,ess_basic_new_13,rhat_new_14,ess_basic_new_14,rhat_new_15,ess_basic_new_15,rhat_new_16,ess_basic_new_16,rhat_new_17,ess_basic_new_17,rhat_new_18,ess_basic_new_18,rhat_new_19,ess_basic_new_19,rhat_new_20,ess_basic_new_20
beta,1.00159304969266,7196.71815650504,1.0012318953582,6989.0056332189,1.0009342125794,7162.12848797406,1.00087723942975,7307.24760159684,1.00065121620338,5045.73387813354,1.00086137026453,4663.97326146745,1.00134818692829,6496.63469277277,1.00109008850035,6619.13543396167,1.00103668144718,5929.03965699451,,,1.00065051563615,4547.90118512353,1.00081887407448,6813.94452754038,1.00072193610868,4668.48445010845,1.00141630399967,5075.11714493637,1.00081258546193,3381.73140688348,1.00094953808848,5983.12284441388,1.00025710036708,4783.80464214868,1.00075643732197,2326.78167138559,1.00083126960868,3458.62772727609,1.00029747594168,2468.84367906678
gamma,1.00105173375029,6779.64236736135,1.00045306961586,7035.6061761545,1.00072093632204,6531.59891166314,1.00104560779265,7176.46853645182,1.00134237809135,5055.39660362573,1.00104113051366,4487.72379251667,1.00145272559625,7254.97023977941,1.00026459452821,6212.48724383882,1.0010565254808,5934.01518271873,,,1.00067586456504,4604.3379004391,1.00074142243442,6728.15924213976,1.00258190771002,4380.93532463583,1.00085068710706,5066.16326954098,1.00101182416375,2989.43713407008,1.00092933486567,6051.58255033366,1.00057299265477,4501.81628774245,1.00070262344714,2357.98850311224,1.00054178669548,3439.20615056469,1.00039317134015,2449.72964166545
