$\beta$,$\gamma^{-1}$
0.22202092523927014,4.993574028585854
0.225998219870077,5.093723365021964
0.22867277484635284,4.975826396706282
0.22595449155742936,4.969630072019178
0.24358099207456557,4.6069245494639155
0.2178912560300228,5.146026432125125
0.19667583944254938,5.77492784828086
0.2450480818508466,4.591223657125641
0.2416601802353342,4.6167390185767445
0.23480473723067302,4.8626052028395765
0.22512883400466474,5.114446639468541
0.23644887492708574,4.81091246400649
0.25838043464898874,4.248024939531371
0.23091865884726484,4.878061714104802
0.22487469062007756,5.119484538857837
0.24462633562126013,4.606481562518863
0.218585930785582,5.172459503438179
0.2747985086958086,4.083773026043999
0.23865123970440483,4.6912659726799095
0.25644869614409677,4.3630317628422
0.21847736603185403,5.1292947380947815
0.24274234485067203,4.599202492290232
0.24862567062760568,4.523340663516271
0.21711743707736103,5.219346137045648
0.23885276034602346,4.697343151185329
0.2581322722451823,4.281416128159556
0.22002506334823782,5.091123947041332
0.2232691784190706,5.042164803093769
0.24502761314800425,4.642251276993665
0.2519173994426698,4.431340449904656
0.23098894995107702,4.873029189911833
0.2177725074708459,5.169964613055351
0.2291258950293596,4.807932280725665
0.2482135803624463,4.544669211476798
0.25540066689478247,4.383298096723534
0.22863771195134294,4.9201654436105455
0.22760927127665523,4.903600826190092
0.2237403142804948,4.936054494035168
0.21637258879970084,5.2853923903168525
0.20825288868172753,5.42705651585255
0.23336897065870424,4.935766383105885
0.2152446861417496,5.227220100289204
0.23063200656006275,4.925611226010042
0.247254522627162,4.508453374283969
0.22007188339198744,5.135125716710842
0.2383665453428248,4.685364347479722
0.22574722747865586,5.046275741468832
0.23319244581710233,4.852045202567794
0.2494142383325984,4.407182677495117
0.21634134464232926,5.2684668962251235
0.2229317165914139,5.006867829422274
0.22060787862785877,5.219051319271814
0.2251098622053238,4.853300969815114
0.2287225301176419,4.8446363701406705
0.26312277896607,4.213410180384682
0.24248866940919775,4.595413932661603
0.25816004849409824,4.2930321223250685
0.2368072504326775,4.710861333370256
