beta,gamma
0.2126188589761967,5.302201501354924
0.2371349296670725,4.679366519711106
0.22601130354183288,5.035073669958308
0.242180217793598,4.595729753494337
0.22832031154247195,4.897402290227669
0.2606027196551632,4.251016856829818
0.22021138168760793,5.131561292868131
0.2219551557316605,5.033895441750415
0.23155974315111674,4.947283096819973
0.23281533616882027,4.767497934467167
0.23150794219167603,4.780331657595398
0.21748412600855324,5.151363469902479
0.24374388468429448,4.594870972870353
0.21782407403528092,5.156083949432243
0.23089088243480949,4.779393062366279
0.22397306118280425,5.032450886956892
0.2201545714669309,5.11791828483783
0.23629634097316132,4.704301349516794
0.21746327900829576,5.200963763199234
0.24038915274311096,4.583986872437281
0.2392277809432523,4.782279986364189
0.23826966666939187,4.645259685831471
0.21434439298033747,5.234050379413709
0.2312422297650504,4.808049441878332
0.26482915356829195,4.213279756382258
0.2307479779257531,4.822659211143165
0.21515589768339835,5.22369046500555
0.2650632781748346,4.17847351350285
0.2546606805729926,4.408577358463938
0.22902930707627497,4.813522030465707
0.23162095314380163,4.828706360846448
0.23107899465735438,4.809957731273759
0.24063237247786193,4.644030462569405
0.2242445000643345,5.041286674852691
0.23793530457539996,4.661080087049431
0.262746511101906,4.271524162701442
0.22427704335013413,5.008474578335507
0.2484357505755609,4.412141137668286
0.2404934852784904,4.63230827633793
0.22789458867598825,4.890201531200772
0.23429004436656295,4.785441542634055
0.25002161546000873,4.451957853575644
0.20225797706007648,5.634689196702898
0.24060387631029445,4.672550776917764
0.22418375784772432,5.1002580037383956
0.2240081495326512,5.047518208140665
0.20957635715383202,5.466896706986509
0.22919365467080613,4.9181895126008115
0.23468208165624957,4.848843523266933
0.22399088002621875,5.0742054221029935
0.22003550243987782,4.9596397578675155
0.24280247236221617,4.561616917135391
0.21423911719377156,5.359350087899134
0.23541859829649475,4.763080755495221
0.24330375594096185,4.621846538568922
0.21860525277505038,5.238680065950615
0.22490473917901008,5.0390371699350185
0.22601126349185982,5.033584812691675
0.2624893078360548,4.205733170631196
0.2254859901013734,5.053276737736983
0.254044701390897,4.45127014504879
0.24506592356490764,4.56533380747829
0.23252238875687536,4.85954509738725
0.21933483426704112,5.202632394801335
0.2234220264239875,5.142274358880177
0.24242123644184466,4.651291958583377
0.24350485163078486,4.551723503783127
0.2632789051475388,4.188275326869442
0.23126830351186456,4.841958442931992
0.23337815526883396,4.850381133541225
0.24417523535957228,4.637192881399613
0.23777906875137833,4.671991006645054
0.23054221036809763,4.8692317965715475
0.24232321268988682,4.598303422277878
0.23040245951592925,4.866862342951402
0.23310978614851216,4.804591602802754
0.2363646951903135,4.725731535486316
0.22348262453109788,4.9724282893814316
0.22046210226387183,5.178473070034536
0.22539462494269302,4.985069713716381
0.2265513854993616,4.892939546823593
0.2320752587336975,4.835883004722611
0.2446858622795669,4.482820133795682
0.23826966666939187,4.645259685831471
0.27213564671379076,4.077161730154531
0.22163606564110472,4.995096018493632
0.23768534110146208,4.742502129112427
0.24708563791281743,4.517912497162137
0.24322599084500818,4.635190934120647
0.22692990058009563,4.938205004472209
0.22914703132410424,4.97534849083269
0.254044701390897,4.45127014504879
0.21766624425315842,5.2297246722266735
0.24271514924852722,4.59441980539938
0.23826966666939187,4.645259685831471
0.27421032837703796,4.045299235664731
0.24154133017796978,4.668042726041112
0.2406505135506228,4.6827300937794805
0.2289644106795434,4.908508698103243
0.2204460714087815,5.16878375599222
0.23565392316225905,4.771837645786717
0.23735898496018043,4.697633749774872
0.24643711222658263,4.51954530555457
0.2235344686907644,5.058441273116265
0.2427169906239372,4.627042114480153
0.23162095314380163,4.828706360846448
0.2101106614322485,5.393281118846291
0.23279170224759946,4.883499690992841
0.2371349296670725,4.679366519711106
0.22767572986565837,4.942651851863331
0.23539679361490495,4.8064528606197054
0.22099649906499283,5.185736159388237
0.254896028701758,4.424457646234677
0.24037468809162324,4.648671141263022
0.20711410227759666,5.407180580014163
0.2253756607756531,4.902906578574572
0.2381876383447512,4.689547838775535
0.2134567691155489,5.1941973864956825
0.2277324542236832,4.951815789176777
0.2418368675246316,4.656795001675198
0.2653395312829541,4.132504381590069
0.20901195891585583,5.41739915320961
0.23845587162685367,4.713428657173317
0.2160790941591221,5.26613624489455
0.2277324542236832,4.951815789176777
0.22608120863652512,5.002490070397193
0.24400988966520687,4.536529830424596
0.23338325398983004,4.870018584183248
0.25167337285983965,4.422485425393087
0.21030090433773085,5.413005599933167
0.23277057997330647,4.873185658588681
0.20268054115800638,5.593006444559203
0.2235344686907644,5.058441273116265
0.24807193334979974,4.53222144694838
0.2495892279246395,4.461970476915099
0.23663362075139818,4.750548677189401
0.24736476801781934,4.505001228972963
0.222514538663925,4.978894799725702
0.2148805463760565,5.230248144008887
0.24157120485915706,4.5420468102702305
0.21574755710744897,5.233697742070697
0.25772112757144316,4.324235792413039
0.22575563898101714,4.965941778632607
0.2445837685459399,4.6427353017577415
0.24323151323232814,4.6232784936268985
0.2179721220710911,5.18290585735657
0.26319211126579195,4.221241195677334
0.22988315997953557,4.838583888402457
0.2541903119489006,4.415171960699062
0.23426204508066406,4.843412881848239
0.24812187890425294,4.488674947183903
0.24226181678842915,4.5623683540740245
0.2433568424009103,4.6442402300288315
0.22838974315605418,4.872884713174552
0.23862586134185196,4.742487807299472
0.2277324542236832,4.951815789176777
0.2285990780132327,4.904532672494281
0.20949244535249745,5.260633498758839
0.22113755610516808,5.0993325959727125
0.22925667145966905,4.780454641098545
0.23022749266736237,4.824601177324491
0.24589025973279036,4.532269314322907
0.23331234211573432,4.870419473378447
0.22222889711197305,5.094571949345662
0.26455374214856875,4.302494429736643
0.22720436795194987,4.8983560229468655
0.2422767986605998,4.610319873860624
0.22742092040825804,5.050743297899666
0.23333295033359844,4.815586857377634
0.23484045214398014,4.804537107451997
0.25517494996724277,4.429941889843375
0.2570419833292207,4.2501992237276305
0.2689617103433134,4.140566834882603
0.23326753975125417,4.787337432585838
0.2281885773503133,4.970224760056032
0.24195219412981206,4.6231607025237365
0.22324549911883285,5.060119529639852
0.22583876631411595,4.989026102490066
0.23277057997330647,4.873185658588681
0.2526602226968419,4.43076218286906
0.23820264169316868,4.628070505420406
0.23062814407341803,4.794876967248786
0.23469479287087852,4.705926876476593
0.24225215027428754,4.526344300824491
0.22989813864634087,4.845933345184602
0.2283615140286308,4.863339414958942
0.22744505419728273,4.972739317126918
0.2614147715835099,4.302534706364012
0.2520557454387486,4.459676930791437
0.24106443090079005,4.591342422024033
0.2190936940438914,5.112865649849867
0.24105109501127753,4.594738946087494
0.22163222433947155,5.05849386664229
0.2294828989430307,4.969837994148203
0.21777974865116126,5.108811370256044
0.24018151015946262,4.591079866094893
0.24323980894904582,4.642230326274057
0.24241372706121864,4.579551046852408
0.2507575766406501,4.403916440349077
0.21700544682558606,5.223917615957547
0.23344522809698637,4.811971829967211
0.24260769733761528,4.589477518305971
0.20837076249891862,5.376715630091841
0.2346266051002332,4.750391982665565
0.23635166901875565,4.868110265783491
0.2381605101900002,4.713033312187204
0.22639497802808542,5.000259574870025
0.24045204375905976,4.666275197971513
0.24141229792902114,4.647782344674359
0.22584184075176467,5.013490343671693
0.2520323546908186,4.454391695469662
0.2597141344167717,4.280061362684907
0.19986446334616825,5.651752808461155
0.2296100076187769,4.978252049812815
0.22397306118280425,5.032450886956892
0.2071802664901113,5.515831673967815
0.22501788636448952,5.056912109112185
0.26455374214856875,4.302494429736643
0.23010908045911932,4.8932058747541864
0.24848415993386977,4.580279475695662
0.2430940267533756,4.583116189055561
0.23508780253084147,4.875254045955375
0.21906947542430316,5.142007006119556
0.2603830190405602,4.274898605960267
0.2126188589761967,5.302201501354924
0.25408321763223,4.365816739187755
0.24474424056566108,4.611947811981652
0.2208056466085866,5.078593975840255
0.24133294301383246,4.557153069587516
0.25710973399070886,4.332698772067179
0.24602739484059533,4.598091467838698
0.23734399256420693,4.693078063759124
0.2314066218785288,4.848896589431601
0.2480749930683348,4.463663718514614
0.21424344319147778,5.23016973286443
0.21300068592182292,5.2479572615247365
0.22969271333079908,4.855481815374735
0.21985281807207105,5.15500125978591
0.26076015138698133,4.321162670331211
0.22397306118280425,5.032450886956892
0.2648505531422854,4.211540079917756
0.23183146446467248,4.84044095687953
0.25711035064811905,4.313292838048498
0.21103176455299674,5.313564391557884
0.23959912623903157,4.636051796065539
0.2471848799477513,4.499323874137474
0.20033833988375538,5.604585052299039
0.22790720885339574,4.9432169857915245
0.21776145503394137,5.227317325697757
0.2307479779257531,4.822659211143165
0.23002661800488589,4.794080149244431
0.21985281807207105,5.15500125978591
0.21449168979147007,5.191435400182777
0.2517672477318672,4.4937439953447225
0.22798507066102325,4.942305069088775
0.22569442992386476,4.973799205919669
0.20859717521699966,5.442531335481234
0.22516903835728552,5.066831134684303
0.1981904079833742,5.819447142255673
0.23333295033359844,4.815586857377634
0.27614064404647637,4.0575030941066315
0.23782767705240815,4.7386452501535725
0.2212689920897565,5.090748817359778
0.23602959040421712,4.663058096804578
0.21894883096210543,5.146941321365623
0.23364876020325914,4.782984081470058
0.2444230136343314,4.613663302216259
0.22583876631411595,4.989026102490066
0.20475194072149136,5.512679787012027
0.23570649111344483,4.668888182604235
0.24320358020108723,4.579111426615916
0.25182772947644266,4.348103010686646
0.21017843865423388,5.290446076871394
0.2589598950685715,4.332151373104987
0.21825208232942261,5.061339529134036
0.24242123644184466,4.651291958583377
0.25568102254295455,4.361881004711082
0.21238268116068845,5.364300852470073
0.28456505464669324,3.858353171992924
0.22657759180280723,4.944921658902602
0.22615877664135906,5.058011773610845
0.23798474183008927,4.71808759634583
0.21063717509104715,5.402823937042227
0.2285804535599948,4.8904592420887925
0.23539679361490495,4.8064528606197054
0.22518251332067368,4.9656127061586
0.22819299782827188,4.861324512216308
0.20475194072149136,5.512679787012027
0.26137216959517395,4.27606508090324
0.2228982463928986,5.104970380190183
0.24094574309604352,4.67861841166343
0.23597147230575735,4.785856667765653
0.25503864051284436,4.369135966444617
0.22120750302772713,5.056722287501862
0.23936488670095024,4.628553932286416
0.22268635609925888,5.191632523411016
0.23567760647828317,4.766351528275335
0.24005143369849768,4.746840167622427
0.21633406790091486,5.167886789690606
0.242564714567043,4.61684432496411
0.2295864003170852,4.794677675821382
0.22916767522799703,4.909300045162976
0.22948015653103937,4.828594101999648
0.21279768756969153,5.265915747831643
0.19587185799658471,5.83201375392917
0.22592116224228545,5.004695640813005
0.21834810567848237,5.111727365156532
0.2362239109679521,4.765789944282985
0.23319383692706583,4.795150599204051
0.22185637048578816,5.111909758984028
0.2361759359270548,4.680415287060192
0.23114065097988498,4.911225465258222
0.2092010895961323,5.368220459884741
0.22210560428217357,5.070979717548806
0.24037468809162324,4.648671141263022
0.23094992098752307,4.897062577010032
0.241707073710479,4.663898512858018
0.24154133017796978,4.668042726041112
0.22845742525076626,4.943520172334254
0.2159451194918492,5.216915537491856
0.2201512982118461,5.018302982705248
0.24235732234025517,4.6050943371114545
0.23138807373950718,4.886637187452751
0.19617857924352572,5.854040873869853
0.23723987638510197,4.748007510860703
0.23484045214398014,4.804537107451997
0.25357630979815476,4.350932418914922
0.24731860359571317,4.544672979370561
0.2427430121078711,4.5536951775574535
0.2342480348567127,4.771013171669666
0.2698384424149989,4.0885918066775595
0.2371667815597692,4.761537320717157
0.22657759180280723,4.944921658902602
0.22473506316826042,4.943392461264076
0.2145583559102172,5.312855352964508
0.22431192201222705,5.045994502302168
0.254044701390897,4.45127014504879
0.2625706563767913,4.292074231167628
0.28578950333191255,3.86902188810237
0.214042817842858,5.350777089478614
0.22798507066102325,4.942305069088775
0.265376557041602,4.208344535082803
0.20280684216784706,5.563506499594879
0.24255426081691067,4.565479494862229
0.2398696411734191,4.726871599925962
0.2381745230312464,4.720046849036978
0.2379913750918687,4.680752201753739
0.22960167215695365,4.909371559915489
0.2235344686907644,5.058441273116265
0.2316388160071166,4.8617257087495425
0.25856775989619873,4.272906138971146
0.25691392708487765,4.317951817388948
0.22337058030356197,5.096927698373883
0.23331234211573432,4.870419473378447
0.24154390387051627,4.656863107256603
0.21169424397940304,5.3741162307038275
0.2340372621087444,4.708118559776258
0.21250408047463104,5.344208871653131
0.22065081816250792,5.18570652363171
0.22427704335013413,5.008474578335507
0.2882022407795488,3.8472942985740164
0.2202789359526104,5.0330166441544
0.20973652075701177,5.226993873123102
0.2664953328562883,4.196256806387402
0.24237597619876014,4.624638251040646
0.20237273641549178,5.505989315427724
0.24035874851397995,4.554977823745391
0.241620448080396,4.536627057632512
0.22776770390537698,4.875681890014978
0.22608120863652512,5.002490070397193
0.22691411420326255,5.025026782387013
0.2351090179661427,4.709254948771813
0.22586927168412482,5.0584263425597165
0.25616055140818983,4.366416941402734
0.2680372244029354,4.216831092538051
0.23197940060973873,4.885304564806428
0.21748412600855324,5.151363469902479
0.23684167167763437,4.637289060800396
0.23556310806259884,4.707277236213022
0.21960241806336786,5.220697038542583
0.2453689166068433,4.564927115207951
0.21746327900829576,5.200963763199234
0.22542027503424766,4.934110629598184
0.20904478746326416,5.482523261174056
0.22003550243987782,4.9596397578675155
0.23410976613064438,4.772139924317181
0.2627040114146956,4.228214226506593
0.22875777698119848,4.901137572631412
0.2168091159759553,5.214322848608158
0.2540751342815804,4.431806147638138
0.22572479997793252,5.035277994984957
0.26468201133292957,4.226444214141186
0.21850936508062796,5.223212039454464
0.24868636615208042,4.392562911516398
0.25674430651009683,4.296402721275509
0.24734563755094657,4.508752071524181
0.22717223574699688,4.99022022252868
0.23867869177092169,4.775880622482711
0.22570596889587782,4.892208775510941
0.2294193267315554,4.828375520029515
0.23908081874539652,4.649185437538902
0.24312879512756794,4.643896586181737
0.22061802546867823,5.113993913729339
0.21951416238127383,5.069070570042551
0.2343115532731314,4.811154601682969
0.23905050628528512,4.671477141426679
0.21839912334710512,5.204813697693356
0.2368349566342119,4.723532574615663
0.242180217793598,4.595729753494337
0.21925999737899252,5.142091536225646
0.21603023267766183,5.13545979795444
0.22252885866886477,5.037879727296246
0.23254678222565678,4.801591577611618
0.2469116237414702,4.516766718867266
0.2565882088534207,4.297773237800365
0.23977207945493745,4.705162319243667
0.24236203023505254,4.653387693774356
0.27002580236929086,4.143790387192219
0.26319211126579195,4.221241195677334
0.2318441536816937,4.7946537039856665
0.20317357034531144,5.553522740339968
0.24459585539469864,4.672293705534982
0.20120842168035344,5.684993651629948
0.19447918668439865,5.740554592091152
0.2520308228586058,4.4022278310814995
0.2285804535599948,4.8904592420887925
0.22899004012853177,4.8726848714378255
0.24455811220978194,4.605053030041096
0.2497096930900138,4.509376324242164
0.20711080076707794,5.397591009742343
0.22569747968379747,4.9569639110038
0.2392187111207122,4.7083456183357635
0.2529009468635984,4.352095505510604
0.21484231368014337,5.244027397708995
0.21766624425315842,5.2297246722266735
0.22818231009300793,4.82401936048445
0.2059415786413271,5.476944513615846
0.23820630131874979,4.674816305067044
0.2225787707681126,4.933843691204917
0.2704483842458119,4.07595834634497
0.2318441536816937,4.7946537039856665
0.22197053111739515,5.12365287035891
0.25258701515153775,4.374398252676679
0.2237222155455566,4.962577325068606
0.2314856475745418,4.848185962754812
0.23534923089872814,4.714948973150872
0.23402024645552721,4.7039203676459485
0.24518384024456502,4.513960271617743
0.22542574270797172,4.977594058264425
0.22179741962895114,5.006782764602388
0.2398696411734191,4.726871599925962
0.2427169906239372,4.627042114480153
0.24360759810651658,4.536695712535021
0.2489108533387005,4.48408826131215
0.2347428177051767,4.712241495149617
0.23976675158609595,4.637385636369357
0.22409822477705135,4.986963658681434
0.25711035064811905,4.313292838048498
0.28316109876395046,3.8934383983306686
0.26968181951468684,4.162612219344387
0.2508004872857936,4.368958312345307
0.21442471972225016,5.274492370701063
0.21273901316255608,5.332984126948646
0.2465177130539023,4.480755764661753
0.2131345393042717,5.1644373654964
0.2088684130823637,5.454506614996556
0.23639161680151385,4.734779437296715
0.2176340615104721,5.106864298725821
0.24141229792902114,4.647782344674359
0.20831379848155793,5.41337721758748
0.24736476801781934,4.505001228972963
0.26267041294866234,4.18662137102876
0.22085364645358552,5.065335273501135
0.2488003029366374,4.441599551942444
0.2520308228586058,4.4022278310814995
0.220971746573396,5.116314964498929
0.208221335551163,5.476716875255838
0.23563829205190479,4.793678004622741
0.2606684307606083,4.3254566967210115
0.21307088994594098,5.348427624910554
0.24241372706121864,4.579551046852408
0.22289580885731175,5.057101658559553
0.2568330882618766,4.456093613260568
0.2406505135506228,4.6827300937794805
0.24125100370434194,4.582357033270249
0.22995550052908706,4.865305576352206
0.24402551445480772,4.603729167524495
0.24987968983630143,4.384760034093631
0.24812187890425294,4.488674947183903
0.222914413963005,5.0455640759308595
0.208221335551163,5.476716875255838
0.2124706420161716,5.280692807426263
0.22453933024517178,5.040995132039313
0.23277850620545848,4.866047300031409
0.22231080117378482,5.037990835187033
0.23760844683462598,4.707553448333489
0.22397306118280425,5.032450886956892
0.22448761133606834,4.926804672693346
0.23193478921100935,4.902854236899516
0.24280247236221617,4.561616917135391
0.22600844824638558,5.041135221319714
0.24330375594096185,4.621846538568922
0.23734399256420693,4.693078063759124
0.2310529872338186,4.906788213260096
0.23573468820073992,4.736354170059875
0.2663256035112025,4.084165381871059
0.2434742613943837,4.677835796312652
0.22832031154247195,4.897402290227669
0.232196343432091,4.921206409840775
0.22685125634133144,4.933071714148098
0.24069954761492235,4.621080015272199
0.22933434327705693,4.974929974165784
0.24772220375344944,4.51388771344152
0.2651284941055077,4.2016444253850525
0.21826145964640847,5.074335970661674
0.2230961252319388,4.999437958243865
0.2321094704309099,4.861108728873699
0.23395199598304034,4.7628389960478055
0.23277850620545848,4.866047300031409
0.23894102584806245,4.726503812898867
0.24154645922969395,4.581735353265105
0.24236203023505254,4.653387693774356
0.24069954761492235,4.621080015272199
0.18834817172552548,5.901228902142737
0.20711410227759666,5.407180580014163
0.22365154924829975,5.076266827059268
0.21439134207939262,5.226170484819797
0.23381834675113325,4.748750137335634
