parameter,rhat,gelman,ess_basic
gamma,1.0150928313785863,1.0128548707463263,1183.7398222032764
kappa,1.0111812789749848,1.0100835160738952,1344.5550810711234
beta,1.015004897033211,1.0163231085596753,1100.9085615903186
tevent,1.003296805152735,1.0021706466757099,2648.077326657521
scaling,1.0131572853671151,1.0132976664666902,1369.7103291733654
I0,1.00275976717163,1.0018702616532886,2659.3799999300986
