0,1,2,3,4
2.689172783956587,17.759363655169782,44.27538559509989,252.936967644547,490.6655868883145
2.689779085835886,17.725086627162277,43.508523644353765,252.52155765047846,447.914998337868
2.643807794435693,17.401655775777567,44.74272174716618,252.68146979957808,507.0030547516805
2.6339295486036187,17.328537887250093,43.64348789493366,254.05146810883164,430.2226244699144
2.6815911837632984,17.958573707209265,43.9536840872142,252.7817758818659,469.4527561136529
2.6863712596123257,17.48202511524854,43.97258276696085,253.57633760299458,453.64596312328854
2.6766906988270662,17.971295685553617,44.69998118948818,251.0433781327106,503.2588669088323
2.6516226268019967,17.828731396763757,44.318179042618986,253.19598885779575,444.6923285158766
2.6685737212763487,17.623828710053104,44.35729863327617,253.31644871569665,503.5461395067321
2.6851559908285116,17.62637971576487,43.60229610082411,253.77741383504252,464.54704559920805
2.6882418387994775,17.83490465369045,43.7891120087381,252.69148904043624,453.14799865646927
2.6970507533640573,17.589551241800805,43.69562917749695,254.3891048626525,439.5440262077945
2.657203891181259,17.451929776363222,43.818231036455316,252.53428194543991,472.168198464835
2.6801058537743225,17.799594637991497,44.5486805241118,252.994030195128,496.8941140539111
2.6682250309923496,17.487835615529136,44.86377470816335,252.42142551390978,506.38153345907944
2.6877033779023325,17.894798991429823,44.442395319226314,253.62223825063396,461.96827558698317
2.671965199414947,17.89233622074992,43.852744506450875,253.23794963074286,487.9281677299259
2.663978830542902,17.81306140769952,43.65229482716923,250.9489267492937,528.8594517155259
2.640427092144197,17.20753930212188,43.89419271726943,254.9948678327742,467.56421521843697
2.6836562729856617,17.657937438684943,44.219107305816316,253.86711638783964,438.83391923312297
2.693475866243099,17.754405724615104,44.86583512174392,252.77205307277217,434.2193260366581
2.5829523498244464,17.424532839367515,44.98495599255357,248.71439710382427,511.0333362393568
2.650206254311303,17.404946663495405,44.01234893118357,255.55586936138698,453.565039497459
2.671061760401205,17.553194748998173,44.121557910703494,252.65581305899477,435.39874914649556
2.6529304934983475,17.767901512162624,44.04178196031118,251.2245678412609,525.2638663813298
2.6666226031507603,17.38974343413097,44.238111941946315,253.10609209070716,459.68832397221144
