parameter,rhat,gelman,ess_basic
r0,1.0038130096257247,1.0034141567913908,4016.978016363692
e0,1.002649986520819,1.0020895639300904,4069.3833991496995
s0,1.0007190673195272,1.0002370912898164,4030.8540043591215
tevent,1.0025103350049618,1.0019928570315277,3856.016647832373
I0,1.0010772802002248,1.0010954288230505,3892.9299168136467
