parameter,rhat,gelman,ess_basic
gamma,1.0245066484767371,1.0130974328438764,1034.9382812587048
kappa,1.0197309056510797,1.009589123046003,1213.257402958757
beta,1.0244668043493976,1.0143165255053883,994.5041774375212
tevent,1.0053347906741492,1.005809913534645,2822.54442015377
scaling,1.0213745421769262,1.012738928166672,1082.5602046341146
I0,1.0025371412908834,1.0013837552247644,2566.2275983424497
