parameter,rhat,gelman,ess_basic
gamma,1.0080313365643512,1.0013141891977142,1217.8842589590624
kappa,1.0047459757476929,1.0044277042324863,1722.3420933850289
beta,1.0069236130238273,1.0036472614672354,1169.751909684252
tevent,1.0025308563212145,1.0022562373450496,1811.9624983420133
scaling,1.0065464688912116,1.0013092641637398,1434.3299331517812
I0,1.0024731034565662,1.000868313624605,2402.1577230037815
