parameter,rhat,gelman,ess_basic
gamma,1.0638197073468836,1.0781569830474464,313.8931633215905
kappa,1.0338444895864587,1.0483706571824596,536.5409779174241
beta,1.0646151089827263,1.0919288592184413,302.37954303082273
tevent,1.0022681929230417,1.0015029320562634,1550.2306735752973
scaling,1.0520212808721376,1.0844808042042855,364.36539821658647
I0,1.0049979845683357,1.0020225020853213,1641.08798287628
