parameter,rhat,gelman,ess_basic
gamma,1.0397915900206716,1.027208607947383,581.3464469866111
kappa,1.0048605713413086,1.0042355092803936,1406.1236789126617
beta,1.0335807757502111,1.027295977399338,584.5100548408002
tevent,1.0071052132967968,1.0003897943018603,1226.6028534487666
scaling,1.022083860226788,1.0145319622538393,729.4980337945889
I0,1.0096349290120903,1.0044823856223304,1063.8495235326081
