parameter,rhat,gelman,ess_basic
gamma,1.0337939168445884,1.0416916056929248,423.75560274642163
kappa,1.0039270102890254,1.0036529818673634,1311.9598008071355
beta,1.03252979888359,1.0398571367592622,407.33977119514964
tevent,1.0068555137262454,1.0079325447199836,959.1594192730574
scaling,1.0106306047645626,1.0210853674451652,798.5513277906955
I0,1.00583102002336,1.0050913668851824,734.5420025523838
