parameter,rhat,gelman,ess_basic
gamma,1.005267695122554,1.001032128754328,1461.4168405939893
kappa,1.0134610545894525,1.0078395185168183,1360.9050891474744
beta,1.0096619676520486,1.0039269007232217,1285.3331235015366
tevent,1.0032430897286624,1.0018229216751269,1630.789028904688
scaling,1.0039466708925215,1.0021113639051806,1450.6603413408052
I0,1.006929000199507,1.0069934160080587,1536.316240816674
