parameter,rhat,gelman,ess_basic
r0,1.002057442951599,1.0007908294302847,3383.65096881869
e0,1.001794417189735,1.001485292691855,3254.2361172408773
s0,1.0023822878674917,1.002453547059759,3251.3227380602807
tevent,1.0016823835342226,1.0016651392438851,3147.377014068532
I0,1.0014961032444396,1.001189716375681,3304.3128188628157
