parameter,rhat,gelman,ess_basic
gamma,1.005310565763445,1.0028338823008582,1346.6427306154123
kappa,1.006198513822563,1.0017574302028678,1628.1852378795843
beta,1.0054063189034035,1.0028567510406166,1306.0799820364512
tevent,1.0022665604988854,1.0008919584647793,2980.583350001616
scaling,1.0054586719162004,1.0037376442589705,1634.900403506005
I0,1.0036705017228567,1.001881448462324,3049.353206191028
