parameter,rhat,gelman,ess_basic
gamma,1.0184225954036936,1.0045505937178068,1032.6805447751988
kappa,1.0178240448817302,1.004086121389645,1020.8773721186484
beta,1.0187139800060505,1.0056974155610334,1011.3236807013145
tevent,1.0024215857372327,1.0028129880214056,2564.55918982759
scaling,1.013820859812481,1.006362572838985,1120.1178504504217
I0,1.005109245805843,1.0025982505633877,2106.054522323122
