parameter,rhat,gelman,ess_basic
gamma,1.0030500058919936,1.0025440989632932,1788.5060892147042
kappa,1.0035585631365525,1.0032436131236793,1870.3954586005955
beta,1.0034435387822278,1.003775942219845,1716.9565406379782
tevent,1.0052377583795775,1.0030745368140381,2227.3920915391386
scaling,1.0033484215090833,1.0027163963132175,1761.4925194000186
I0,1.002431923193697,1.0018216628948025,2616.11199560522
