parameter,rhat,gelman,ess_basic
gamma,1.0018456153644621,1.0022252848626811,2908.3304594566157
kappa,1.002593442826517,1.003325863349752,3004.939898396061
beta,1.002215014191879,1.0026959734826282,2949.5294044136117
tevent,1.001726425871962,1.0022932390843773,3050.7547230503487
scaling,1.0020759282926481,1.0023581748894241,2945.281141257303
I0,1.0024702225538646,1.001451083613416,2905.8880847294845
