,0,1,2
0,0.40649074332499774,0.287302764859479,0.2977824229449707
1,0.3975384558889664,0.2901149424881468,0.2925042127322014
2,0.40788432953537423,0.31071014707972994,0.29601971484590345
3,0.4099808928879359,0.2857265795715888,0.2877791799907034
4,0.4293436042724793,0.29108411004041485,0.2854352655313462
5,0.42197121990819997,0.30034188799891937,0.2923686475677952
6,0.40855230989671504,0.29014706644592414,0.30191178231536137
7,0.4122258018761608,0.2886753455991663,0.2878556536518686
8,0.39889452858387386,0.2867894596196415,0.29525592572475795
9,0.436027987795553,0.28359944902277173,0.29073910037435424
10,0.41613990932679273,0.28432773245958004,0.3000154265086465
11,0.4188936783203461,0.29485691611320003,0.28999174374907394
12,0.4314113801941549,0.29605096133715947,0.29107982888439166
13,0.41446352943257947,0.2858005225395674,0.3037853111383609
14,0.4066591549314366,0.29342824729285216,0.3054259563696788
15,0.41203517499567527,0.2968870312774,0.28791375415663145
16,0.43238525697917285,0.2910959028648209,0.3132436004169244
17,0.4130840438585862,0.28610697592776796,0.31428371719872
18,0.405880182749112,0.2943082251591499,0.29231610716038414
19,0.42224566801493674,0.28477742151576163,0.29403816763011104
