gamma,kappa,beta,scaling,tevent,I0
16.89482927550299,3.4104935922866924,0.07957814235738836,2.9144911421751165,165.50372617609474,447.48983557751905
14.426824699464916,4.928350534910402,0.09252402117174237,3.6227815159993058,176.70750463643998,384.0617036554179
15.685775599902843,5.400719853777087,0.08596756061120768,3.405174913671211,161.2623840227501,448.83659747623665
14.930857829106984,6.653342884041321,0.09043645985093507,3.4918291897350158,169.58350349771365,498.64507442886094
14.27718158897136,8.367473582118567,0.09442525505760098,3.4921873562857417,137.4694763070665,519.5144677209406
12.701382793055528,7.007895779869801,0.105474181458045,3.9955424938578723,169.30157933590868,380.58837885687615
17.071404024190752,3.8250997829103377,0.07781179033083102,2.880875428332867,140.78003284355879,507.8157201813245
16.423258002892073,4.085568652528565,0.08124875830052442,3.0486688334977123,152.87212463906565,489.8199838736442
14.368050792929306,5.898670262364131,0.09203659957520807,3.5616781060040505,162.60246199335322,452.2667382691658
15.165268405645673,5.612295635876291,0.08855047720142782,3.345232064185017,160.09380943105432,467.1599022991485
16.393552811767133,3.5479903245478246,0.08230722684197218,3.092911394027592,172.74531095998344,426.0528264335965
15.793704113374261,4.895392750444498,0.08450972036278141,3.032251123973362,154.8643606559159,444.5736250357194
15.193547113601333,7.025743140665274,0.08925253388101162,3.33101306166247,156.87689829774854,523.5728293284722
14.923895702134221,6.405214545452733,0.0897436436507326,3.348123897061259,145.82815550987738,425.70495353051047
15.687964787836929,6.365108597172741,0.08595485185270904,3.220052878598689,138.10065831497164,506.0465100371283
14.327920517188645,5.0573263391817775,0.09146145909360387,3.441083723215239,151.66551123932635,473.30870945974226
15.943976741814353,4.994107645848325,0.08470368033225309,3.3801070720112802,161.80194961002917,444.9761920987297
17.212585010403558,3.1939463879713967,0.07772318826157684,2.952959942514617,154.1746405127385,446.5375337850622
17.927933351322867,2.6821696727978583,0.07528721926969002,2.9095515894370587,161.92460152018526,455.5431038895316
13.872040147803233,8.2740363076426,0.09913600472273873,3.7691002274700365,158.16700444639505,529.2266102702712
14.853955378102148,5.3767291176230465,0.09104778153580549,3.2824575147627737,148.7817935647337,448.758117193938
15.967175525671225,6.294291432563407,0.08415806045658933,3.057561512201536,149.69471673450028,574.2704466739157
16.644998176395173,3.7603933576652753,0.081696697259429,2.9359332143041326,170.60903302229462,446.151014141242
13.580038084531633,8.904195802765711,0.1000184742207529,3.7813399400567596,138.09387439266183,473.03595134908915
15.98903173503396,5.562247407136604,0.08395138502031387,3.235859280919239,146.47284068458669,540.5497950182474
17.543069807736348,4.719784758201225,0.07654808860953408,2.997100664209046,153.07418681922195,552.5637050873753
16.292071545103266,5.29782291089525,0.08308097722676881,3.006560518430828,153.23844036238557,450.2787437147557
12.905538787344984,6.947640831549851,0.10142337542611483,3.844645240306516,150.96488959938551,492.1328573277948
13.912015904816448,7.944479509554272,0.09820062933158105,3.7096669920351872,161.9818969440211,481.68411748414303
15.470118207039873,4.1185053171479815,0.08522891035327845,3.2202104925307244,162.1583339062089,422.27113877051613
14.780924927398177,5.3060343783392305,0.0901546736695916,3.4358667293550313,149.12340266220005,496.4331097254953
16.630240735054343,3.3818885334709923,0.07941380037168044,2.962800229488356,149.85814648046494,430.6613864364249
15.850029329379497,6.072909712600418,0.08567674130314806,3.110572476515471,156.56979623278593,418.16135882911084
16.61354507069004,4.75138841816484,0.079553689798109,3.0566779806118003,133.67657799391796,636.1573306823763
12.858323708461773,7.184437354641771,0.10220625559704134,3.8068099191855715,152.1809244651479,546.3218491132784
14.692738946588486,4.64106772831905,0.09047698733715176,3.3842690447156425,167.38053967902948,457.9562057389997
14.869456078532256,6.904271976395621,0.09104665574330197,3.5345068218717066,152.8979091643229,428.14085788508055
15.445109756644671,5.879200812445088,0.08732501270702081,3.3193413574908806,167.2686990687956,465.0411658147881
14.590880463836383,6.141094099081562,0.091491633660979,3.4566581201995716,151.92740624329628,550.8216510863983
18.25196989121712,3.6540127634740727,0.07445276570336859,2.847105297255086,138.72852606239107,498.9425483624911
15.28500715838669,4.820622643185366,0.08748812293413942,3.36104105631103,158.3934619607931,434.2318164221739
15.969004525434688,4.236908005723382,0.08336585185872655,3.192504533608584,150.822779060718,465.02118382248364
15.605897117408333,5.206165514195413,0.08646466627653394,3.2521132379408098,153.51452425482782,455.9602566969933
16.099463878637184,4.415785505048239,0.08247104055134095,3.213979396744506,168.57827552666623,443.1190454733306
14.57570199908981,5.75588670723798,0.0901997974622324,3.6187463190411204,155.4621166235285,545.3024613574905
13.095091482607119,6.472624355673736,0.10045885621407875,3.7488081914448257,154.37944036580765,493.8998123559996
13.150989880436937,8.6096649235444,0.10382406601812096,3.9598327904228805,158.89974421714945,419.8772537471282
13.271545535086346,6.192550818546037,0.09953484377837982,3.7783008334650554,149.75957087240755,392.8984514922898
15.801818336202416,3.880440023312885,0.08284727494053573,3.146417377181156,152.4710517922127,480.86545870193027
16.707912787032463,5.528924808993293,0.08183412595031539,3.0452383585974125,155.48654610410637,487.2786193241739
15.999121595121037,2.7231135050290973,0.08035331845042011,3.027580771811806,163.25741771507228,433.6775786024584
15.516039055380364,6.057092408929591,0.08585317877342566,3.2873606654828196,138.0919793216638,597.3558703108357
16.03365530348655,5.054985814483481,0.08354875664889122,3.0451400559321984,137.03686512848515,498.3017539632126
16.853186277920592,4.433084656421032,0.08014522893177922,3.062872511817701,156.87611658817423,475.2964301563407
16.042728646229243,5.753857185420079,0.08335507475729552,3.228954318986419,147.84591284801655,417.6876114901519
14.144526970823625,5.645713889344389,0.09393466140528625,3.5284312494348744,158.205199234515,532.1669259531413
17.066412948465178,3.585872549844481,0.0777995454106237,2.955039549110754,133.36799025651442,400.9676169992314
14.522056043961744,3.8183915151004353,0.08948324286441506,3.194395732784398,162.4180869890005,470.00670962828843
