gamma,kappa,beta,scaling,tevent,I0
14.09522504504786,4.18333793299399,0.09282659082262353,3.083591529444849,158.45178255833943,408.4574575383096
19.51276133253495,7.776016158323269,0.0727723655012996,2.3255517956439666,122.58730803978905,692.4297413420452
19.506572905519043,3.4835156415024944,0.07027416393900526,2.3377361877269274,165.76147908165814,401.43826045907844
16.945418709453804,3.4555474941596307,0.07558477217512405,2.739566903455958,135.17735638967147,585.0675358330344
15.276193743889126,4.631132444892881,0.08683368662329799,3.1655492718281977,140.36484653864352,461.1786182464727
13.525304475122105,2.691445578855163,0.09427585326467958,3.041073948452727,170.38245828816594,337.269474980505
9.880793102322567,5.557496677729929,0.13032953912022952,4.877949835651529,191.18314602777443,243.81299316154423
11.61083353366958,11.466305302831955,0.11977062910130422,3.572607658736452,153.61771386074125,464.48241910088916
16.916684392278743,3.0907551878325137,0.07756155336311721,2.261834646738917,143.91960059923622,469.55679429942296
13.909306438333545,7.509612804596288,0.09631700563650894,3.6020027789445503,164.50916665490283,481.84199324505084
12.265653318020949,5.226014328940517,0.107476702723814,4.170258784895106,201.9918614337302,303.503610417506
12.411780565603175,7.478470451000547,0.10758415015876985,3.7066435047871167,162.72224331905682,445.26648085068797
14.084189677782812,3.371636110915236,0.09107502368951126,3.6293270278291563,169.63256687382116,424.83120160194386
16.37826794685081,3.5074596410369896,0.08313967685248715,2.6337808670162426,166.53354187687412,305.14182161944854
15.792356563590982,2.9878402739715715,0.0807355148424332,2.971384060102462,139.78178620099163,573.1733553618456
17.03404164202909,5.859841559814686,0.07962885183952322,2.920070222003008,142.88596512410805,483.6050771065473
14.353842719132263,3.9615838478666303,0.08996897929410734,3.260182947271622,157.96803593728256,437.55875624206806
17.773494994925056,7.8747220481605495,0.07878641508177817,2.341748261391316,136.3468067120103,537.0794585728411
12.529521459565522,9.980324616621397,0.110923992656135,3.9250085052795867,184.44137496451364,424.8939295413644
13.516091579769757,3.1462651409466735,0.09578919088162934,4.042572136842545,184.21141990391897,277.49192831666574
11.967560295399629,10.916560975593127,0.11388659350468795,3.666681099642707,140.91749041389673,505.95495587825826
19.672492189195157,5.338761671937786,0.07134620562511167,2.290453895446904,174.56083185880075,458.8870351583149
16.752625954110105,6.069193885281175,0.08061669522218222,3.255287616111278,194.49251893630483,536.1743172459798
15.106626932880136,2.136228480089935,0.0854821371744835,3.1193618318111977,168.36336153854847,332.5877516989283
12.747180677088483,7.005316883309742,0.10078603579849421,3.0661386089740694,121.54800660894503,667.3665810032985
14.948479939575806,7.654315461005729,0.08831492843705245,3.0646487816264076,124.89636606525434,599.5998699790872
17.342440542816956,2.222636534495438,0.07729754764357079,2.7528357289994747,164.02762761474287,339.45485169354026
16.639217039091793,6.634299021960219,0.08346538264344738,2.628454206016146,156.88828463621815,486.3630688560296
14.343638192001379,5.80550268654156,0.09140480509376589,3.1199195642243716,137.9027437228931,511.8435201217687
13.585321810341805,3.465336957947841,0.0912201458976338,3.4068966057322316,151.02307440313433,499.322012273923
15.73478331803492,6.6212319605154395,0.08434275575878462,3.3708513879401663,132.21806381922622,556.1132682759236
15.225331770061787,3.5460141809110275,0.08653594176548463,3.20729179864551,160.16910732207208,461.78966107674984
12.727608543811627,5.6750441976613555,0.10401534903376201,3.9691241417672516,158.96388266248726,411.1385121950977
17.271366004812762,5.706384259628797,0.07668887609739285,2.922203472749639,125.0406816051784,628.1246364640542
12.070914229101374,7.412161487528889,0.1095735970224135,3.9955373297261376,156.98938025190012,437.85742749891915
15.364758027418352,4.557545103883421,0.08486581644764615,2.8459345451116667,143.98864360313934,479.7099791686642
15.803538134048438,7.01292672798686,0.08584389966844755,3.068784692629274,139.05098165532112,487.03214166557507
17.602699030229875,6.747767006635188,0.0796982597376039,2.725481875322934,152.17515607945714,469.10598488228584
16.982633240331875,10.721950383706092,0.08702284326476328,2.860068266409859,209.06981199843403,519.0365757537581
14.127415748847884,5.441654240455522,0.0942462581427422,3.2140787833267157,135.59322044180914,498.1632128424601
15.018286785421504,6.6101026447184505,0.08904341324672044,3.3912310950098012,142.85762961797164,430.37149654902095
16.47184708971769,3.5227148420282948,0.08148204700344122,2.944031011023772,160.05013605811519,402.03626130482473
15.916025869179753,3.272856848364155,0.08259242077286033,3.2650909870523064,169.94943207232416,434.60595084912404
16.689845335815335,4.687178647795011,0.07874654072630809,2.6082027261320424,129.28429539696458,545.245849435587
17.571172196038027,8.071503784815036,0.0799425031308678,2.597306982267659,122.23013324571797,590.0825356471296
16.798590189290202,3.890346783233343,0.0800953157633703,2.2863927884135586,128.9253110114609,518.8434487207443
15.014570347292535,3.1155265999283683,0.0842182031427113,3.013211725960719,145.13587316993113,478.6573888172538
16.075406950061456,8.46006480167975,0.08927676388368404,2.9658422883384903,195.56314827829024,414.19028556424
15.287633630043073,5.831054762510304,0.08800559623301948,3.271183731200082,156.25723274667874,440.4233916971174
17.845839534578662,3.465893045533351,0.07347521648408885,2.835980205604929,148.68683045150578,524.0764395431204
13.190272342001018,3.7758583099610394,0.0954433132071873,3.3741897633873577,151.7898741565853,430.0565600035753
13.960036077153614,6.7366161759593215,0.09462627677308952,3.157924957724245,131.06873765365106,510.8702608964201
12.513730485959464,7.1848513503281355,0.10424239488935763,3.219338353908863,146.75157137839807,526.1954617972333
17.809059829144534,7.997779538848073,0.07789863881945912,2.728687030656699,125.66180767060398,759.0451723400456
15.882869386592915,5.16606217992415,0.08535749174144888,2.939588736470162,147.4787420276141,476.52706757264457
16.56706027262603,4.949207514712706,0.08585640658356263,2.8932705527411864,229.672881673902,242.92342759020949
13.63875845171804,7.959222294218497,0.09886183446703445,3.6991155884120315,149.58750478653164,510.3712591521608
11.159595281280279,4.176097341689441,0.11565912017807162,3.9383605429373145,194.70951919851555,233.00988071576103
14.111718682032595,4.278023574082464,0.09079268384761072,3.4169199513969644,142.78689173940901,439.1604286932245
