parameter,rhat,gelman,ess_basic
r0,1.002464370042404,1.0008850519038377,3053.966582271766
e0,1.002162440750721,1.000490211329197,2826.0211039132782
s0,1.0031896705126349,1.0007950327674,3278.7198520159805
tevent,1.0018071118108973,1.0016448484639517,2758.722877143573
I0,1.0025872821920667,1.0026869766303779,2658.635405792536
