r0,e0,s0,tevent,I0
1.3299294540765805,19.32122730003693,49.86165694861625,174.07573286673647,437.7122883544621
1.3384482084335783,20.356857213243664,47.652765883431194,146.26824940144712,467.0671009711052
1.325919730108382,17.822377635661837,48.176117926279815,179.2530575452332,330.6313460768454
1.3453627247121092,20.87450579466507,48.321526301961086,141.50249876915038,384.38464889996743
1.3443632490346755,20.144809805901108,49.81044542503599,158.91121103002777,391.86476901943564
1.3739880959559398,21.17627343411813,49.29437379104003,147.81485757139265,384.0381231745937
1.3339212952538038,20.088796076603344,47.57050799512522,148.06911220896478,335.75308426553465
1.3909744906389894,21.88783696487254,51.98621463237379,161.1816608554045,438.8318177903384
1.338392250613092,19.184812893713477,49.413608155851435,155.90671643576368,434.8329834264289
1.3442098590150298,19.98817441550198,48.317091218009615,156.04390023984155,449.0808925410953
1.322710132240448,17.935066020799262,48.421008935826755,179.32541450881902,365.96115868769715
1.3225382107724748,19.303121539708908,46.066137910338895,143.30603636714434,396.3783210067219
1.326864336460534,18.012612684734055,46.60486036728501,168.53093299595295,385.51947399925507
1.3519332974500684,19.726273088224996,49.13464807347234,160.16053684409354,303.92004410170404
1.3481357681604222,19.212173014568577,49.99488189503587,181.13975488793355,400.23050709587017
1.3297270826898815,18.794277312765132,50.81415100691198,179.51174155125895,333.3071927760991
1.3409784250806474,19.142145297592418,50.088301210543726,168.6187942733254,342.78146814054475
1.3831038821680812,19.61000748982042,50.70539367814023,188.00190475464134,288.7368396321284
1.3526609725100822,20.324738725035033,51.147193521450205,159.99500679207708,332.1785926313333
1.3452074356480772,20.600300411729187,51.09885089101483,158.6889005038585,412.9352711764778
1.330221572403035,18.256964941622186,47.82415580286653,172.25106451019917,354.13161029911385
1.3627523881626105,21.568230425290253,51.52236289745242,151.32798478759977,406.1687843348793
1.3359532456348349,19.88518234273655,54.114479844726375,166.42509555443053,448.6018184229345
1.346696137967466,19.995370883415386,46.950367910317674,155.91611069762263,398.6110153105948
1.3488011327851515,19.16772271617498,47.80279554630178,158.13330742394663,320.12362070879954
1.3413734172496508,20.184255504690757,51.41125044522559,167.7292673874275,422.65291994570924
1.3073725167068402,19.224854852746443,49.00915301083832,150.11975641703424,371.17510353733275
1.3474749688796435,18.69976868423728,49.15559355345422,176.94976977048594,329.16310003944125
1.3287279591126342,18.46842853173576,50.448649944429846,192.46361246315985,346.7724321253269
1.3626849526902494,21.228559894771923,48.443773721246195,158.7839756216014,395.3740852507183
1.3396378160956242,19.62775997913852,50.19543158748367,166.9781797186855,331.43810970223063
1.3439323471446052,20.06212556729224,50.076234079044305,160.27446781223486,414.6198081628005
1.3387924676016838,18.945296625773477,48.210159227202205,182.12075799636753,392.1830418145672
1.3384811961403904,19.835804699585452,47.77468693479926,157.2248876312148,348.5900761661
1.3268003722942205,18.842289761960664,49.889177580486574,161.39286574385986,425.75026275530263
1.3766416308270129,21.64117210205298,50.30807523856737,157.26669380318592,448.4835370490723
1.3164659757441837,18.35832402935255,49.48715171350936,163.28735980170646,421.19713067248614
1.3476046661887546,19.413180244312365,50.71200490737214,157.8944637431984,395.7802762521455
1.3300413650830496,19.375574745969363,52.141246784514045,169.37282987559684,416.2716044704394
1.3473152538380235,19.393816102220097,47.39030149942913,174.4403637206966,335.2845090122374
1.3300083165348704,18.62771588247144,48.853542450920806,170.0918494615499,282.56989508377774
1.350506271011957,20.690275055886776,49.72511726536337,167.0723009621072,481.32866843520634
1.3177389646838957,19.505350419032514,48.57200180274379,159.4326497678433,364.92030070000766
1.3499161088806793,20.294238985242423,49.45762762483622,153.49428741042288,359.27428086822374
1.3470953263955232,19.82713039307505,49.5913730455947,163.9815515361232,467.2680666339597
1.3646161008098638,20.79150304349219,50.4934418770622,157.377128895859,413.22851051877393
1.342490762018529,18.94281305246728,49.271966870020584,183.05132356255424,290.9349951398485
1.334774454146328,18.901835534869388,49.18706167116219,170.07157267320247,342.0397824695278
1.3389995709823115,19.776617842386035,48.92788499818106,170.67703107232106,408.6879349812537
1.335775845665718,19.889816912138173,49.738159767793746,148.14499236670864,404.4512723254059
1.384701301385862,22.620707078505713,50.29638495961467,159.92703999239578,465.3171026057866
1.3589265130817474,20.49334663323621,48.59735778148647,161.21475125720784,444.6110720028252
1.335325724635629,18.43664932220473,48.89266122578555,166.32917362457547,334.2853260945997
1.3553728111024101,20.31456046828087,46.750866481298225,156.92387741533628,399.44405085623987
1.3591761062808254,19.4617081001349,47.901330216475536,185.2196621282449,353.70935699934523
1.3706376807386482,21.13107138869198,49.192988964958545,153.1380314223948,427.627193707132
1.3494624546947833,19.76126312949905,48.31896112931692,169.14477081288925,402.2055868926061
1.3235335019294991,19.413964054639948,49.71795959253931,168.88723699780223,375.5136624994647
1.3136255482735582,19.05673432951621,48.45815465664588,152.77698317309768,416.58310968470994
1.3732143890177537,21.35483741120008,49.55860496385617,166.50342907495866,437.53066433331355
1.3591720217655647,20.361552655016187,49.83855810749932,161.388729780417,384.0035300333681
1.3402061828640146,19.28671620837774,48.56033450712407,163.85161691539824,394.3000135853044
1.3512488039189425,20.37733416644871,49.287668317393965,143.0695131745153,385.41491831116684
1.3013935231157756,18.710723706002554,51.08099737388892,157.24474050714366,402.58177282599485
1.325379292372905,19.20055327693632,49.20640114078432,164.23925472528228,357.2785167335843
1.326859425746328,19.38990445495503,50.59753812686662,163.31081210416275,413.2870561412466
1.3442813332028138,19.500886399297112,49.36972363874717,156.86751191375467,406.2317548433755
1.3565430669086234,19.60817485229994,51.757845461208106,175.64973589021983,335.41577452186687
1.3426420007887063,20.032937808240444,50.34761198009029,179.23449050398906,440.0534876476184
1.3402634078294218,19.588672009059106,50.67566528507333,169.49262519621652,382.6925603655845
1.3520238868351822,20.218893912771925,50.15480094204557,158.3433069002474,349.81180355961146
1.336113683092359,19.841041441751454,47.483429946030185,139.64285246158414,401.82387267507124
1.3748085160198609,22.056977350489383,49.00332649200926,152.8217908538733,467.24110578475376
1.3715402289113714,20.223021541640545,49.76856930145866,170.89784339177334,394.94376632612074
1.3527287665994743,20.876311843384755,50.41682415188813,158.26483403963942,339.54600035351234
1.3368090177205338,19.969276115125144,47.99990703544439,160.73549455858608,369.3707844868117
1.3574466248706407,19.85604884103034,47.79831968288957,170.30551260941118,363.87712757877483
1.353646094395297,20.598969278817933,50.391753423867335,152.22112426640717,408.16612799083805
1.3393685249319451,19.778252828481275,50.19138318853876,169.33715571221703,335.49436695155407
1.3292375461995238,18.328416885247446,50.751714456842365,176.34622405872693,309.70578543611396
1.3137567862858157,18.095374384316408,48.640043039319565,165.06614942048787,355.53750899752526
1.3263106229700876,18.217797422399656,47.09683526752854,171.0992932426216,359.62007319906024
1.3435063587683862,18.902898634062453,48.692734523017805,184.19345926651476,306.1251391741506
1.3627484071699902,20.000847860167887,48.0784248674187,156.4767661431886,450.8320329881696
1.3791936140583876,20.625169259208317,49.620108103050725,151.5267524002736,314.2883971932357
1.3536551623667281,19.920517651355333,48.29717522171117,176.30249982734153,371.31086303534374
1.319427445461121,18.098982454294934,49.20184372370524,175.31196931887587,336.78517439459154
1.3337966340964396,19.325632107440036,48.01733994271697,170.39677460131924,317.5937763814605
1.3185019902341195,19.297677657745265,49.26237471225132,160.04785662480847,419.5076219353529
1.3425093140635165,20.083305671759184,46.817339865815,152.562293740618,419.7505915959063
1.3308766373001968,19.218420611185962,50.668876890536964,160.1990040830882,321.52795173345027
1.3240111519478135,18.850844304693673,49.572698237034544,168.61757244196576,426.1520729571281
1.3428751309715623,18.86134530203767,48.89012214786191,166.71853372152864,320.5012185702161
1.3113163675797361,18.65637323835526,47.88144051410119,149.3864193886875,389.17815188027873
1.3395854924629713,19.557361414130458,49.80243007971231,175.78623213455958,364.31190880802905
1.3303295402164992,18.382635117160174,48.249521858074665,183.41809464984797,322.29329159431444
1.3649868973893715,20.507223966905908,49.64500273411934,170.07148300043184,369.5694496911294
1.36556645586654,20.923057553038042,49.429268998463684,154.13044861562105,400.31194648377954
1.3331546025249115,19.858913072758092,48.817303416281554,149.23948451322977,431.72499432763794
