parameter,rhat,gelman,ess_basic,Geweke_chain_1,Geweke_chain_2,Geweke_chain_3,Geweke_chain_4
gamma,1.0092920835664336,1.0078627575443746,1549.221401046014,0.644210928169916,0.16036542589400493,0.5767333048454412,0.5254554905004006
kappa,1.0076651399734815,1.0062027085633205,1633.7961999645438,0.391946478439938,0.07018222357840939,0.7586772924850764,0.3537760843039369
beta,1.0082171014463746,1.0070219155234277,1608.7193382074074,0.4260258234865398,0.10520669736763263,0.916673776457094,0.4799152831111668
tevent,1.0011238142651642,1.0016445044808582,1954.489945424962,0.7577603675476465,0.9223513500412144,0.015362461344154556,0.6165717949539143
scaling,1.007861511679994,1.0069384322255113,1652.774249982754,0.6865799375874457,0.1431885946875651,0.8942924520412071,0.5578301050575357
I0,1.0035335226269653,1.0023689413818933,1687.8374031463238,0.2410267683872659,0.2265451632969845,0.39796494364550145,0.11219790481596921
