parameter,rhat,gelman,ess_basic
gamma,1.027066609385562,1.0307012350336306,301.1085508900975
kappa,1.0066448340426946,1.0078246638490664,1234.1827354033098
beta,1.028118912675345,1.0338213823126412,309.92497592678194
tevent,1.0109416188399125,1.0101953679630964,760.8960173434814
scaling,1.0161274267557632,1.024079545035896,343.2218232916263
I0,1.0071108159139248,1.0055707814459167,873.1695838894311
