parameter,rhat,gelman,ess_basic,Geweke_chain_1,Geweke_chain_2,Geweke_chain_3,Geweke_chain_4
gamma,1.0674573826312745,1.0334869569150846,282.8499499378516,8.657936360942984e-10,0.0003310837594010857,0.00021859724450053932,0.6896086947352287
kappa,1.0594665435682842,1.0288161685576473,305.33843582248375,1.5657742719652884e-8,0.001498622417102881,0.0003437181102391772,0.6173755328923209
beta,1.0679678103402002,1.0413085069415013,266.39746045892804,2.999713713886027e-9,0.0007686924127617636,0.00029310730220393394,0.5792528686544433
tevent,1.003727927657217,1.0026995167898636,973.074512775023,0.84366321793878,0.1304061814849885,0.5117875310016546,0.40667201785464613
scaling,1.0640786807446234,1.0403014774499244,276.7456560808802,2.9767199193250986e-8,0.00013413262763474157,0.00502084715003186,0.5808962140596602
I0,1.0052127252862888,1.0018847375859024,1200.6221583145673,0.058761595903218465,0.1313553699487097,0.21757886452956338,0.8676527474724068
