parameter,rhat,gelman,ess_basic
gamma,1.0673876321894507,1.0986999003846831,326.53035652984283
kappa,1.0164564500352382,1.0190889285292173,874.4828105488715
beta,1.0681128175829973,1.1327591248203157,303.5698641177328
tevent,1.0242757267881437,1.0314423924168328,738.1858183011354
scaling,1.0550189661376235,1.1016013698062488,380.3010190566283
I0,1.0093150686682866,1.0113754258065606,1216.5108432854383
