,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,10.0,0.09,0.012507396470151769,500.0,1.0,0.15,0.014610883664977902,500.0,1.0
1,20.0,0.304,0.020671326642551786,500.0,1.0,0.512,0.022292071235661126,500.0,1.0
2,30.0,0.29,0.020267143610633698,500.0,1.0,0.892,0.016200546701191025,500.0,1.0
3,40.0,0.158,0.016064631424284062,500.0,1.0,0.926,0.011766531025010324,500.0,1.0
4,50.0,0.054,0.01134541686161943,500.0,1.0,0.944,0.009985755474407557,500.0,1.0
5,60.0,0.02,0.0075711590775081805,500.0,1.0,0.934,0.009286136590792297,500.0,1.0
6,70.0,0.01,0.00502381565952708,500.0,1.0,0.974,0.008978203971360808,500.0,1.0
7,80.0,0.002,0.003307830986380003,500.0,1.0,0.946,0.008847158935721307,500.0,1.0
8,90.0,0.0,0.0021423634862860036,500.0,1.0,0.96,0.008797323831010707,500.0,1.0
9,100.0,0.0,0.0013472316359149756,500.0,1.0,0.974,0.008775786868052736,500.0,1.0
