,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,10.0,0.12,0.015377249241801763,500.0,1.0,0.23,0.018083530473947215,500.0,1.0
1,20.0,0.344,0.020801946435078746,500.0,1.0,0.72,0.01950332392104225,500.0,1.0
2,30.0,0.164,0.016105289965652216,500.0,1.0,0.92,0.01290863107256695,500.0,1.0
3,40.0,0.05,0.010070416353895384,500.0,1.0,0.96,0.010619007192209585,500.0,1.0
4,50.0,0.014,0.005806173766567502,500.0,1.0,0.948,0.009946025779310804,500.0,1.0
5,60.0,0.002,0.0033131157930675285,500.0,1.0,0.958,0.009729650049375545,500.0,1.0
6,70.0,0.0,0.0018473086738861689,500.0,1.0,0.952,0.009658728888957241,500.0,1.0
7,80.0,0.002,0.0010192973630740565,500.0,1.0,0.954,0.009638917143295775,500.0,1.0
8,90.0,0.0,0.0006110677356092964,500.0,1.0,0.948,0.009630378541347094,500.0,1.0
9,100.0,0.0,0.00035580514508749687,500.0,1.0,0.932,0.009629305724347616,500.0,1.0
