,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,10.0,0.064,0.011516898606646711,500.0,1.0,0.164,0.015691436240056568,500.0,1.0
1,20.0,0.14,0.016146941537794578,500.0,1.0,0.486,0.02235726352496743,500.0,1.0
2,30.0,0.09,0.012173616485130592,500.0,1.0,0.77,0.0201263361866832,500.0,1.0
3,40.0,0.02,0.006923183349576015,500.0,1.0,0.784,0.018737800588730168,500.0,1.0
4,50.0,0.008,0.0035743485077136096,500.0,1.0,0.794,0.01833621979198438,500.0,1.0
5,60.0,0.002,0.0018261133335442127,500.0,1.0,0.78,0.01823026826194699,500.0,1.0
6,70.0,0.0,0.000913410394085949,500.0,1.0,0.78,0.018200981973863224,500.0,1.0
7,80.0,0.0,0.0004809945700405608,500.0,1.0,0.774,0.018195139526997087,500.0,1.0
8,90.0,0.0,0.00014691005830198267,500.0,1.0,0.808,0.01819357914338899,500.0,1.0
9,100.0,0.0,9.247418206601071e-05,500.0,1.0,0.79,0.018192959457188608,500.0,1.0
