parameter,rhat,gelman,ess_basic
r0,1.0019660436460913,1.0018044909026795,2675.0150017940614
e0,1.0016974198029032,1.0019646185919786,2413.246307950559
s0,1.0020005340822011,1.0027992454355836,2495.485239624131
tevent,1.0017168224781532,1.0014226244190292,2537.5647250793436
I0,1.0021465472188362,1.0025050552199863,2571.324007071333
