parameter,rhat,gelman,ess_basic
r0,1.0024834196385344,1.001990418533502,3142.5434811631103
e0,1.0030370990775208,1.0021558283348524,3307.9278654263107
s0,1.0011652557509543,1.0003094640286645,2932.635747590108
tevent,1.0032790789517634,1.0030467494518587,3445.813666901569
I0,1.0012836009707817,1.0006705268497131,3639.758901012525
