,0,1,2
0,0.5571078335288714,0.37805514549326946,0.33217882211422867
1,0.5485978343299409,0.37191641011961835,0.3168941479674016
2,0.5562692286374015,0.3793444694957358,0.33356264619435727
3,0.5503218876057561,0.36780594688396373,0.3269028743869164
4,0.5570679739188629,0.36692018233405077,0.3262684589953063
5,0.5302349510413031,0.36660281391355765,0.32877048439647066
6,0.5381892182330879,0.374870548697622,0.32267197875618775
7,0.5538282891486251,0.36774832753510134,0.3239997851772659
8,0.5632709163535008,0.3743512794489287,0.3239806394982775
9,0.5370152642018458,0.38133859851212193,0.32342141294750176
10,0.5609177736151141,0.37247975373797904,0.3267402363331724
11,0.5492079116588728,0.37830542538688655,0.33066631023386756
12,0.5459785718253996,0.36901320845449354,0.32747686115083263
13,0.5417024754894304,0.37457893557777283,0.3222814729412235
14,0.5513254182285199,0.3680876051855798,0.3230301910341479
15,0.5467152685302928,0.3718551683965438,0.3335021933699002
16,0.5561452357540677,0.37097116490592075,0.3234887958353412
17,0.553854145251444,0.37248876770703715,0.31819959278015125
18,0.5540625231784596,0.3731007734305504,0.3251205883272404
19,0.5486887978200957,0.37231601047819946,0.32498677684783306
