,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,7.0,0.01,0.004138089382599763,500.0,1.0,0.002,0.0016526190302214587,500.0,1.0
1,14.0,0.006,0.004508965739481796,500.0,1.0,0.002,0.0024271724148917984,500.0,1.0
2,21.0,0.006,0.0049884480302734525,500.0,1.0,0.002,0.0030893741806853987,500.0,1.0
3,28.0,0.024,0.005504597317753236,500.0,1.0,0.008,0.003730359086460847,500.0,1.0
4,35.0,0.02,0.005948056091279433,500.0,1.0,0.012,0.004441114473455459,500.0,1.0
5,42.0,0.02,0.0064192285186692125,500.0,1.0,0.01,0.005120088114438627,500.0,1.0
6,49.0,0.022,0.0070150128962465745,500.0,1.0,0.02,0.005797328169260496,500.0,1.0
7,56.0,0.022,0.007517891207985413,500.0,1.0,0.02,0.006557476393310452,500.0,1.0
8,63.0,0.06,0.008187130035527587,500.0,1.0,0.03,0.007269619224693788,500.0,1.0
9,70.0,0.034,0.00889633138512424,500.0,1.0,0.03,0.008057968330140977,500.0,1.0
10,77.0,0.054,0.009665433878310786,500.0,1.0,0.03,0.0088400109944464,500.0,1.0
11,84.0,0.058,0.010395380537646576,500.0,1.0,0.058,0.009693167239964738,500.0,1.0
12,91.0,0.056,0.011108287885217104,500.0,1.0,0.056,0.010602068476956867,500.0,1.0
13,98.0,0.054,0.01183723004485811,500.0,1.0,0.066,0.011526480519182153,500.0,1.0
14,105.0,0.09,0.012535426710182304,500.0,1.0,0.078,0.01248977835255271,500.0,1.0
15,112.0,0.1,0.013312893927197814,500.0,1.0,0.11,0.013444702868750307,500.0,1.0
16,119.0,0.118,0.014063882677542895,500.0,1.0,0.116,0.014413887518769953,500.0,1.0
17,126.0,0.136,0.014847209499996041,500.0,1.0,0.126,0.015384878285719687,500.0,1.0
18,133.0,0.146,0.015480925249224765,500.0,1.0,0.13,0.016360733254930405,500.0,1.0
19,140.0,0.128,0.01601991006818686,500.0,1.0,0.162,0.017297146109835022,500.0,1.0
20,147.0,0.162,0.016512023443197205,500.0,1.0,0.22,0.018188194508384294,500.0,1.0
21,154.0,0.172,0.016856106220347736,500.0,1.0,0.262,0.019016616560289808,500.0,1.0
22,161.0,0.216,0.01713218896597117,500.0,1.0,0.268,0.019756329123497604,500.0,1.0
23,168.0,0.176,0.017420031667334187,500.0,1.0,0.292,0.02039261037346425,500.0,1.0
24,175.0,0.174,0.017503816950822263,500.0,1.0,0.314,0.020965550221270134,500.0,1.0
25,182.0,0.18,0.017466495587881492,500.0,1.0,0.35,0.021432245199914518,500.0,1.0
26,189.0,0.206,0.01743246378238736,500.0,1.0,0.436,0.02179260093167698,500.0,1.0
27,196.0,0.186,0.017185478801154085,500.0,1.0,0.442,0.022062348361815604,500.0,1.0
28,203.0,0.156,0.016883882445796975,500.0,1.0,0.494,0.022239373809991782,500.0,1.0
29,210.0,0.146,0.016489945481313665,500.0,1.0,0.48,0.022333437127828516,500.0,1.0
30,217.0,0.148,0.016057332259417575,500.0,1.0,0.528,0.02236057239604437,500.0,1.0
31,224.0,0.148,0.01558055754432444,500.0,1.0,0.494,0.02233124259108701,500.0,1.0
32,231.0,0.14,0.015012784779107034,500.0,1.0,0.562,0.022256201873794283,500.0,1.0
33,238.0,0.142,0.014415201879760803,500.0,1.0,0.576,0.022147725419621383,500.0,1.0
34,245.0,0.138,0.013837002701010072,500.0,1.0,0.57,0.022016564822015312,500.0,1.0
35,252.0,0.074,0.013247201672963529,500.0,1.0,0.602,0.02186827959534777,500.0,1.0
36,259.0,0.08,0.012570291606733047,500.0,1.0,0.614,0.02171189963947423,500.0,1.0
37,266.0,0.09,0.011946894862411689,500.0,1.0,0.626,0.021554914744305247,500.0,1.0
38,273.0,0.05,0.01138109656538772,500.0,1.0,0.646,0.02140084572191018,500.0,1.0
39,280.0,0.06,0.010783110273601924,500.0,1.0,0.644,0.021251040533135257,500.0,1.0
40,287.0,0.056,0.01021960209438789,500.0,1.0,0.66,0.02110927531195602,500.0,1.0
41,294.0,0.044,0.009634505149845067,500.0,1.0,0.674,0.020977201037699716,500.0,1.0
42,301.0,0.044,0.00916431314864623,500.0,1.0,0.68,0.02085394688694044,500.0,1.0
43,308.0,0.048,0.008666745594107558,500.0,1.0,0.668,0.020736918291148664,500.0,1.0
44,315.0,0.046,0.008206498873971605,500.0,1.0,0.722,0.020629998634781477,500.0,1.0
45,322.0,0.03,0.00781329973788854,500.0,1.0,0.662,0.020535089711448937,500.0,1.0
46,329.0,0.038,0.00753794871115664,500.0,1.0,0.678,0.02045151554105569,500.0,1.0
47,336.0,0.026,0.007316130899255893,500.0,1.0,0.726,0.020372374042288584,500.0,1.0
48,343.0,0.028,0.007201803184393379,500.0,1.0,0.704,0.020299489732133025,500.0,1.0
49,350.0,0.026,0.007253793363782069,500.0,1.0,0.708,0.020238108194482074,500.0,1.0
50,357.0,0.034,0.007456672343957592,500.0,1.0,0.664,0.020177147240814142,500.0,1.0
51,364.0,0.024,0.007692824166082765,500.0,1.0,0.738,0.02012146642844847,500.0,1.0
52,371.0,0.04,0.008062999502636933,500.0,1.0,0.722,0.02006645874966909,500.0,1.0
53,378.0,0.028,0.008613090641480544,500.0,1.0,0.714,0.02001006875933092,500.0,1.0
54,385.0,0.028,0.009331320095934953,500.0,1.0,0.718,0.01995447956532591,500.0,1.0
55,392.0,0.054,0.010171874446812855,500.0,1.0,0.75,0.019896384717214718,500.0,1.0
56,399.0,0.072,0.011198678606988843,500.0,1.0,0.706,0.01983300649082168,500.0,1.0
