,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,7.0,0.0,0.0037833113033150104,500.0,1.0,0.0,0.0009540020226047717,500.0,1.0
1,14.0,0.012,0.00433357733307622,500.0,1.0,0.002,0.0014493451281687134,500.0,1.0
2,21.0,0.022,0.00516765849625656,500.0,1.0,0.0,0.001892957535482563,500.0,1.0
3,28.0,0.01,0.005784286947494449,500.0,1.0,0.0,0.0023884024016502243,500.0,1.0
4,35.0,0.03,0.006854062520118394,500.0,1.0,0.0,0.0029439881047920325,500.0,1.0
5,42.0,0.018,0.007689567072398008,500.0,1.0,0.014,0.0035412384392840383,500.0,1.0
6,49.0,0.038,0.00875904340508409,500.0,1.0,0.008,0.00421389885997738,500.0,1.0
7,56.0,0.046,0.010068663519959078,500.0,1.0,0.004,0.004945439344621797,500.0,1.0
8,63.0,0.088,0.011306054995067307,500.0,1.0,0.02,0.005752841515741872,500.0,1.0
9,70.0,0.09,0.012725650599578791,500.0,1.0,0.02,0.006638742201739951,500.0,1.0
10,77.0,0.124,0.01415453850385542,500.0,1.0,0.04,0.007656300367405443,500.0,1.0
11,84.0,0.15,0.015899859059195543,500.0,1.0,0.04,0.00871527455353946,500.0,1.0
12,91.0,0.172,0.017592251536663384,500.0,1.0,0.036,0.00990749091959719,500.0,1.0
13,98.0,0.228,0.019105731916769262,500.0,1.0,0.062,0.011215343926329549,500.0,1.0
14,105.0,0.326,0.020575756697284692,500.0,1.0,0.102,0.01261008413435589,500.0,1.0
15,112.0,0.378,0.02157925476100247,500.0,1.0,0.126,0.01408993749181057,500.0,1.0
16,119.0,0.44,0.022233346580592214,500.0,1.0,0.15,0.015591169969312247,500.0,1.0
17,126.0,0.512,0.022343401049829237,500.0,1.0,0.166,0.017065331134506104,500.0,1.0
18,133.0,0.582,0.022014806685757133,500.0,1.0,0.214,0.01842978622648766,500.0,1.0
19,140.0,0.632,0.021377701845759597,500.0,1.0,0.28,0.019657816572770125,500.0,1.0
20,147.0,0.688,0.020730773141691142,500.0,1.0,0.302,0.020674804370696343,500.0,1.0
21,154.0,0.692,0.020503888140632726,500.0,1.0,0.33,0.021467363667886097,500.0,1.0
22,161.0,0.692,0.02076105240454593,500.0,1.0,0.41,0.021996575089175706,500.0,1.0
23,168.0,0.682,0.02130185387420222,500.0,1.0,0.456,0.022285616672614732,500.0,1.0
24,175.0,0.62,0.021911327601963685,500.0,1.0,0.514,0.022359825908910783,500.0,1.0
25,182.0,0.502,0.022319425073277343,500.0,1.0,0.528,0.02226489603021038,500.0,1.0
26,189.0,0.496,0.02230188019068042,500.0,1.0,0.586,0.02205316049186961,500.0,1.0
27,196.0,0.384,0.021873507344218068,500.0,1.0,0.622,0.021768466470565365,500.0,1.0
28,203.0,0.356,0.021134019059722585,500.0,1.0,0.634,0.021459295572894208,500.0,1.0
29,210.0,0.26,0.02003313486518007,500.0,1.0,0.67,0.021143018863636683,500.0,1.0
30,217.0,0.25,0.01864005626865623,500.0,1.0,0.644,0.020842403509882083,500.0,1.0
31,224.0,0.168,0.01724722631052224,500.0,1.0,0.644,0.020575976551702645,500.0,1.0
32,231.0,0.14,0.01587482540413039,500.0,1.0,0.692,0.02034660651997218,500.0,1.0
33,238.0,0.108,0.01435494826569444,500.0,1.0,0.724,0.020139460395253148,500.0,1.0
34,245.0,0.102,0.01298152981529825,500.0,1.0,0.734,0.01997179814228763,500.0,1.0
35,252.0,0.052,0.011582449744218994,500.0,1.0,0.764,0.019828714973457718,500.0,1.0
36,259.0,0.074,0.010552302320763533,500.0,1.0,0.75,0.019722656256938313,500.0,1.0
37,266.0,0.046,0.009484586018131224,500.0,1.0,0.736,0.019631705228916912,500.0,1.0
38,273.0,0.032,0.008663490185508825,500.0,1.0,0.742,0.019557126056098995,500.0,1.0
39,280.0,0.034,0.0076876668917926095,500.0,1.0,0.74,0.019495888369005704,500.0,1.0
40,287.0,0.014,0.006754562869900892,500.0,1.0,0.79,0.0194475886114366,500.0,1.0
41,294.0,0.02,0.006177197815540563,500.0,1.0,0.744,0.019410644334727185,500.0,1.0
42,301.0,0.018,0.005664825900269588,500.0,1.0,0.736,0.019381848833816006,500.0,1.0
43,308.0,0.018,0.005002828032133705,500.0,1.0,0.756,0.01935563863074578,500.0,1.0
44,315.0,0.014,0.004294797390629983,500.0,1.0,0.756,0.01933316363505377,500.0,1.0
45,322.0,0.016,0.004733247127948598,500.0,1.0,0.746,0.01932510019198473,500.0,1.0
46,329.0,0.012,0.004640941580326862,500.0,1.0,0.748,0.019309139025532433,500.0,1.0
47,336.0,0.014,0.004693314734045098,500.0,1.0,0.734,0.019296362523525477,500.0,1.0
48,343.0,0.014,0.0051177055569086366,500.0,1.0,0.744,0.019285637250073102,500.0,1.0
49,350.0,0.018,0.005908705753602607,500.0,1.0,0.784,0.019277271057762724,500.0,1.0
50,357.0,0.014,0.0068306045719058635,500.0,1.0,0.736,0.01926507616109709,500.0,1.0
51,364.0,0.026,0.007943993956349364,500.0,1.0,0.72,0.01925290114884417,500.0,1.0
52,371.0,0.046,0.009581335990663537,500.0,1.0,0.758,0.019240411692499737,500.0,1.0
53,378.0,0.072,0.011352705326518246,500.0,1.0,0.762,0.019218002105966525,500.0,1.0
54,385.0,0.088,0.013324737533578303,500.0,1.0,0.776,0.019186804277423926,500.0,1.0
55,392.0,0.144,0.01550472925079456,500.0,1.0,0.748,0.0191473463086269,500.0,1.0
56,399.0,0.208,0.017812826873479938,500.0,1.0,0.778,0.019088658772241744,500.0,1.0
