parameter,rhat,gelman,ess_basic
r0,1.0036473723223462,1.0011862178804318,4104.556613884588
e0,1.002611998549046,1.00259929494604,4182.754860950975
s0,1.000950977188359,1.0003876387340516,3869.7854972175246
tevent,1.0015301303877573,1.0009697893755105,3936.4620675976976
I0,1.0037124547821625,1.0037289416995354,3924.7700539113
