parameter,rhat,gelman,ess_basic
gamma,1.0071227452647358,1.0033520658586832,1548.4660787556236
kappa,1.0073957545972554,1.0029340841956738,1579.163946185481
beta,1.0073577777705167,1.0034377987909102,1494.0349213189584
tevent,1.00287448734868,1.0028051963188787,2698.985593173568
scaling,1.0070803373998034,1.003750695181126,1491.7733722160235
I0,1.0045884347882386,1.0036313797881404,2661.4360579578024
