parameter,rhat,gelman,ess_basic
r0,1.0026683765647761,1.0008047458507943,3748.5342682577257
e0,1.0011053133349876,1.0009836435341426,3306.922024369462
s0,1.0031477635173955,1.0010600593699654,3285.499605780191
tevent,1.0024738898680634,1.0026885186185714,3515.7624244963304
I0,1.0010782985654332,1.0003333941131372,3800.7121192842137
