parameter,rhat,gelman,ess_basic
gamma,1.0541361260583595,1.0625339493091055,513.6583352609529
kappa,1.0112119147815617,1.0148514738406678,1372.8756086418277
beta,1.0539469791722798,1.059208384509323,488.5109886436812
tevent,1.0043294517368602,1.0023531010918347,2116.0433347143526
scaling,1.0516930294865483,1.0574286176389345,533.2907935136361
I0,1.0199510318268628,1.021574078071018,931.4291738398948
