parameter,rhat,gelman,ess_basic
gamma,1.004398871032061,1.0033033608484063,2311.410321224666
kappa,1.0033516417775836,1.0026856857437123,2677.643079533944
beta,1.004231467494617,1.003966896391878,2238.251830058559
tevent,1.001713662067402,1.0012956006328289,3194.9692119414444
scaling,1.0040086153971621,1.0036544566860275,2227.809948142342
I0,1.0038870771996629,1.002265546696087,3110.6196739070374
