parameter,rhat,gelman,ess_basic,Geweke_chain_1,Geweke_chain_2,Geweke_chain_3,Geweke_chain_4
gamma,1.0233619173764112,1.01120104762773,501.60373402191254,0.027736500966632254,0.7867943783854204,0.0024771068158706377,0.0001989700358123074
kappa,1.0099730655401895,1.0042158649577573,658.7998454963912,0.1554214077373205,0.8159920989743263,0.002647834479237671,0.08432169305301657
beta,1.0224209454762232,1.0091489718109723,514.768044438824,0.03515459368138314,0.850740889051013,0.0010886467118955035,0.0003544046005183186
tevent,1.0071013081968947,1.00193803301086,1174.2465958203168,0.08759801082633041,0.45631074694897955,0.8784497046196683,0.0035327840583403063
scaling,1.0216882558873202,1.0101607880013739,528.7757543641637,0.061472639676700365,0.9951710827302261,0.004761749018354763,0.00023904326262393267
I0,1.0050118169555022,1.003588066386103,1537.4056283548962,0.08945467773176868,0.08626938813166173,0.006435517864738355,0.5698811836391013
