parameter,rhat,gelman,ess_basic
gamma,1.0684296646099072,1.0519082764166343,550.8060409329639
kappa,1.0065398780439765,1.0070471485824894,1523.8366062028292
beta,1.06690679692287,1.049873337913194,560.6984965214185
tevent,1.0107104551511354,1.0082655971201566,1705.9730877929496
scaling,1.0525097362210323,1.0319784587253569,618.7680795585704
I0,1.0218470104729274,1.0203404748622433,919.1748067152553
