parameter,rhat,gelman,ess_basic
r0,1.001382707910578,1.00065865300164,2347.340147312928
e0,1.0052441890624628,1.0051750529235353,2342.504352206365
s0,1.001210474437323,1.00077305536294,2624.42945092204
tevent,1.0089383704794312,1.0191621092516863,1184.968016257913
I0,1.004817765735157,1.0041657747575992,2554.240156392786
