parameter,rhat,gelman,ess_basic
gamma,1.0156837555687688,1.0112022694509528,1140.3245543378212
kappa,1.0139736122832594,1.0086405259648747,1729.6973880480457
beta,1.0161602853875726,1.0100447725376795,1196.4794287280058
tevent,1.0049250001814738,1.0040571454575757,1761.373083207016
scaling,1.0161458833881127,1.0095435193999787,1260.4236682707506
I0,1.0012991893271805,1.0011854581863575,2053.0407770236625
