,timepoint,infection_count,Std,N,Missing
0,5.0,0.046,0.010730234601171834,500.0,1.0
1,10.0,0.264,0.019382642945002176,500.0,1.0
2,15.0,0.432,0.022187635290414013,500.0,1.0
3,20.0,0.494,0.022356660028904147,500.0,1.0
4,25.0,0.532,0.022359680854515944,500.0,1.0
5,30.0,0.49,0.022360432891756786,500.0,1.0
6,35.0,0.48,0.02236067532805027,500.0,1.0
7,40.0,0.524,0.022360612644920206,500.0,1.0
8,45.0,0.498,0.022360670196249294,500.0,1.0
9,50.0,0.546,0.022359897739597463,500.0,1.0
