,timepoint,infection_count,Std,N,Missing
0,5.0,0.03,0.006536866792631227,500.0,1.0
1,10.0,0.056,0.009422958778971443,500.0,1.0
2,15.0,0.08,0.012850745249730898,500.0,1.0
3,20.0,0.164,0.016360754909704574,500.0,1.0
4,25.0,0.222,0.019172171320618926,500.0,1.0
5,30.0,0.306,0.02080946869275746,500.0,1.0
6,35.0,0.366,0.02154291662925173,500.0,1.0
7,40.0,0.384,0.021848732596655707,500.0,1.0
8,45.0,0.45,0.02194897682214481,500.0,1.0
9,50.0,0.434,0.021989151200203227,500.0,1.0
