,timepoint,infection_count,Std,N,Missing
0,5.0,0.036,0.00796950722370163,500.0,1.0
1,10.0,0.112,0.013249774722876625,500.0,1.0
2,15.0,0.194,0.018293511307257423,500.0,1.0
3,20.0,0.28,0.020609564060737467,500.0,1.0
4,25.0,0.334,0.021321478797720683,500.0,1.0
5,30.0,0.374,0.021510120878442326,500.0,1.0
6,35.0,0.346,0.021543636765250004,500.0,1.0
7,40.0,0.374,0.021568299886529158,500.0,1.0
8,45.0,0.33,0.021569938194648513,500.0,1.0
9,50.0,0.39,0.02155786349355057,500.0,1.0
