,timepoint,infection_count,Std,N,Missing
0,5.0,0.026,0.006174566126309492,500.0,1.0
1,10.0,0.032,0.008483650181046801,500.0,1.0
2,15.0,0.076,0.011206897174686448,500.0,1.0
3,20.0,0.132,0.014215832480065877,500.0,1.0
4,25.0,0.184,0.01698757644599939,500.0,1.0
5,30.0,0.224,0.019009274314732167,500.0,1.0
6,35.0,0.278,0.02031381044450022,500.0,1.0
7,40.0,0.338,0.02094977046383421,500.0,1.0
8,45.0,0.392,0.021260533450911778,500.0,1.0
9,50.0,0.352,0.021374787830512037,500.0,1.0
