,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,7.0,0.0,0.0017170814815471451,500.0,1.0,0.004,0.002240889995800863,500.0,1.0
1,14.0,0.0,0.0017299595431134885,500.0,1.0,0.004,0.0030257432219431882,500.0,1.0
2,21.0,0.002,0.001979047645954316,500.0,1.0,0.002,0.003676807297335841,500.0,1.0
3,28.0,0.01,0.002092482793124862,500.0,1.0,0.01,0.004355452276242839,500.0,1.0
4,35.0,0.002,0.002198474653475207,500.0,1.0,0.012,0.004981151484571765,500.0,1.0
5,42.0,0.0,0.0023136876742782825,500.0,1.0,0.016,0.005622487983874367,500.0,1.0
6,49.0,0.006,0.002419682726785727,500.0,1.0,0.012,0.006234909750550412,500.0,1.0
7,56.0,0.008,0.0025514029085009016,500.0,1.0,0.038,0.006804764386616075,500.0,1.0
8,63.0,0.004,0.002818486334030375,500.0,1.0,0.026,0.007388417806725266,500.0,1.0
9,70.0,0.002,0.002976693279162858,500.0,1.0,0.036,0.008042402761147647,500.0,1.0
10,77.0,0.002,0.003130407682352159,500.0,1.0,0.032,0.008698053763388405,500.0,1.0
11,84.0,0.002,0.0032757511555275053,500.0,1.0,0.042,0.009391658283577091,500.0,1.0
12,91.0,0.006,0.0033943151943982893,500.0,1.0,0.054,0.010088363708934522,500.0,1.0
13,98.0,0.004,0.003538038518368783,500.0,1.0,0.054,0.010746686593223377,500.0,1.0
14,105.0,0.002,0.003691414698724192,500.0,1.0,0.064,0.011419597437764505,500.0,1.0
15,112.0,0.01,0.003853483601065127,500.0,1.0,0.078,0.012120413564806955,500.0,1.0
16,119.0,0.008,0.003946939389539202,500.0,1.0,0.062,0.012785721163992786,500.0,1.0
17,126.0,0.004,0.003979702743402305,500.0,1.0,0.082,0.013446250883395006,500.0,1.0
18,133.0,0.008,0.003968964307885608,500.0,1.0,0.094,0.014071611824201259,500.0,1.0
19,140.0,0.008,0.0040619253888921165,500.0,1.0,0.126,0.01466603336165114,500.0,1.0
