parameter,rhat,gelman,ess_basic
gamma,1.0263828787414726,1.0245434409089658,702.8997806408568
kappa,1.0030057453564631,1.003126622523205,1822.5423661359375
beta,1.0258470539595275,1.0191779815092177,703.3350287577925
tevent,1.004980557826746,1.0059165876068954,1747.8229622550916
scaling,1.01231679874088,1.0087741791344764,1223.9819876531408
I0,1.0048128302550268,1.0026089823562194,1677.9329290077271
