parameter,rhat,gelman,ess_basic
gamma,1.0013498521327167,1.000779630313385,3040.300553858967
kappa,1.001316733048273,1.0006077034292389,2888.968430447855
beta,1.0014989642258065,1.0008846686475217,2968.379442463527
tevent,1.0020369819420882,1.0009716799136683,3225.8069774142414
scaling,1.0009286276240095,1.0006704771875037,3036.9753969723956
I0,1.0025341418510783,1.0019657164852065,2946.2107260345524
