,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,7.0,0.014,0.006773297060004215,500.0,1.0,-1.0,-1.0,500.0,0.0
1,35.0,0.022,0.006633269536630149,500.0,1.0,-1.0,-1.0,500.0,0.0
2,42.0,-1.0,-1.0,500.0,0.0,0.002,0.0035291944694158554,500.0,1.0
3,56.0,0.018,0.0067912124052584046,500.0,1.0,-1.0,-1.0,500.0,0.0
4,70.0,0.022,0.006740278625533085,500.0,1.0,-1.0,-1.0,500.0,0.0
5,77.0,-1.0,-1.0,500.0,0.0,0.02,0.004694762033723268,500.0,1.0
6,91.0,-1.0,-1.0,500.0,0.0,0.024,0.005126400721953177,500.0,1.0
7,133.0,-1.0,-1.0,500.0,0.0,0.026,0.0062194845987294444,500.0,1.0
8,147.0,0.018,0.007340893978307529,500.0,1.0,-1.0,-1.0,500.0,0.0
9,154.0,0.022,0.007374821161885827,500.0,1.0,-1.0,-1.0,500.0,0.0
10,210.0,-1.0,-1.0,500.0,0.0,0.034,0.008045004127005526,500.0,1.0
11,252.0,0.032,0.008647080397077336,500.0,1.0,-1.0,-1.0,500.0,0.0
12,273.0,-1.0,-1.0,500.0,0.0,0.054,0.009441173507194358,500.0,1.0
13,343.0,0.062,0.010467960117616975,500.0,1.0,0.064,0.011062624194757491,500.0,1.0
14,371.0,-1.0,-1.0,500.0,0.0,0.084,0.011746242242290586,500.0,1.0
