,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,14.0,0.02,0.005251153873492134,500.0,1.0,-1.0,-1.0,500.0,0.0
1,28.0,-1.0,-1.0,500.0,0.0,0.002,0.0031855750041318003,500.0,1.0
2,35.0,-1.0,-1.0,500.0,0.0,0.006,0.003600339293971375,500.0,1.0
3,42.0,-1.0,-1.0,500.0,0.0,0.014,0.003997559354671359,500.0,1.0
4,56.0,-1.0,-1.0,500.0,0.0,0.02,0.004786214372349991,500.0,1.0
5,63.0,0.038,0.006694035140852357,500.0,1.0,-1.0,-1.0,500.0,0.0
6,70.0,0.028,0.0069177531963999055,500.0,1.0,-1.0,-1.0,500.0,0.0
7,140.0,-1.0,-1.0,500.0,0.0,0.024,0.008937422353450138,500.0,1.0
8,196.0,-1.0,-1.0,500.0,0.0,0.078,0.011833250273080525,500.0,1.0
9,259.0,0.052,0.010421687291603041,500.0,1.0,-1.0,-1.0,500.0,0.0
10,287.0,0.06,0.010415707859868005,500.0,1.0,-1.0,-1.0,500.0,0.0
11,308.0,-1.0,-1.0,500.0,0.0,0.168,0.016204804065657052,500.0,1.0
12,322.0,0.07,0.010723169950579698,500.0,1.0,-1.0,-1.0,500.0,0.0
13,336.0,-1.0,-1.0,500.0,0.0,0.16,0.0170340515502543,500.0,1.0
14,357.0,0.068,0.010659467692742277,500.0,1.0,-1.0,-1.0,500.0,0.0
15,385.0,0.046,0.010663271290245966,500.0,1.0,-1.0,-1.0,500.0,0.0
