,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,35.0,0.02,0.005948056091279433,500.0,1.0,-1.0,-1.0,500.0,0.0
1,42.0,0.02,0.0064192285186692125,500.0,1.0,-1.0,-1.0,500.0,0.0
2,77.0,-1.0,-1.0,500.0,0.0,0.03,0.0088400109944464,500.0,1.0
3,84.0,-1.0,-1.0,500.0,0.0,0.058,0.009693167239964738,500.0,1.0
4,91.0,-1.0,-1.0,500.0,0.0,0.056,0.010602068476956867,500.0,1.0
5,105.0,-1.0,-1.0,500.0,0.0,0.078,0.01248977835255271,500.0,1.0
6,119.0,-1.0,-1.0,500.0,0.0,0.116,0.014413887518769953,500.0,1.0
7,147.0,-1.0,-1.0,500.0,0.0,0.22,0.018188194508384294,500.0,1.0
8,182.0,-1.0,-1.0,500.0,0.0,0.35,0.021432245199914518,500.0,1.0
9,189.0,-1.0,-1.0,500.0,0.0,0.436,0.02179260093167698,500.0,1.0
10,196.0,0.186,0.017185478801154085,500.0,1.0,-1.0,-1.0,500.0,0.0
11,217.0,0.148,0.016057332259417575,500.0,1.0,-1.0,-1.0,500.0,0.0
12,280.0,0.06,0.010783110273601924,500.0,1.0,-1.0,-1.0,500.0,0.0
13,287.0,0.056,0.01021960209438789,500.0,1.0,-1.0,-1.0,500.0,0.0
14,343.0,0.028,0.007201803184393379,500.0,1.0,-1.0,-1.0,500.0,0.0
15,385.0,0.028,0.009331320095934953,500.0,1.0,-1.0,-1.0,500.0,0.0
