,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,7.0,0.0,0.0037833113033150104,500.0,1.0,-1.0,-1.0,500.0,0.0
1,105.0,-1.0,-1.0,500.0,0.0,0.102,0.01261008413435589,500.0,1.0
2,119.0,-1.0,-1.0,500.0,0.0,0.15,0.015591169969312247,500.0,1.0
3,126.0,0.512,0.022343401049829237,500.0,1.0,-1.0,-1.0,500.0,0.0
4,175.0,-1.0,-1.0,500.0,0.0,0.514,0.022359825908910783,500.0,1.0
5,182.0,0.502,0.022319425073277343,500.0,1.0,-1.0,-1.0,500.0,0.0
6,210.0,0.26,0.02003313486518007,500.0,1.0,-1.0,-1.0,500.0,0.0
7,231.0,0.14,0.01587482540413039,500.0,1.0,-1.0,-1.0,500.0,0.0
8,238.0,0.108,0.01435494826569444,500.0,1.0,-1.0,-1.0,500.0,0.0
9,259.0,0.074,0.010552302320763533,500.0,1.0,-1.0,-1.0,500.0,0.0
10,266.0,-1.0,-1.0,500.0,0.0,0.736,0.019631705228916912,500.0,1.0
11,294.0,-1.0,-1.0,500.0,0.0,0.744,0.019410644334727185,500.0,1.0
12,301.0,-1.0,-1.0,500.0,0.0,0.736,0.019381848833816006,500.0,1.0
13,322.0,-1.0,-1.0,500.0,0.0,0.746,0.01932510019198473,500.0,1.0
14,350.0,-1.0,-1.0,500.0,0.0,0.784,0.019277271057762724,500.0,1.0
15,378.0,0.072,0.011352705326518246,500.0,1.0,-1.0,-1.0,500.0,0.0
