,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,35.0,0.006,0.005999468563601374,500.0,1.0,-1.0,-1.0,500.0,0.0
1,98.0,-1.0,-1.0,500.0,0.0,0.012,0.005285932834069278,500.0,1.0
2,105.0,-1.0,-1.0,500.0,0.0,0.014,0.005482100941227172,500.0,1.0
3,112.0,0.008,0.0064403173710538145,500.0,1.0,-1.0,-1.0,500.0,0.0
4,133.0,-1.0,-1.0,500.0,0.0,0.022,0.006202504167746608,500.0,1.0
5,147.0,0.026,0.006728207405799131,500.0,1.0,-1.0,-1.0,500.0,0.0
6,161.0,-1.0,-1.0,500.0,0.0,0.022,0.006893702937983313,500.0,1.0
7,168.0,-1.0,-1.0,500.0,0.0,0.016,0.007064246032719228,500.0,1.0
8,189.0,0.016,0.006500680210770364,500.0,1.0,-1.0,-1.0,500.0,0.0
9,196.0,-1.0,-1.0,500.0,0.0,0.034,0.007688665682509309,500.0,1.0
10,203.0,-1.0,-1.0,500.0,0.0,0.032,0.007820839991364289,500.0,1.0
11,273.0,0.032,0.006943859980604105,500.0,1.0,-1.0,-1.0,500.0,0.0
12,280.0,0.028,0.007099032312821268,500.0,1.0,-1.0,-1.0,500.0,0.0
13,301.0,0.032,0.007416456325542412,500.0,1.0,-1.0,-1.0,500.0,0.0
14,371.0,0.044,0.008797364997961018,500.0,1.0,0.064,0.01094551815775977,500.0,1.0
