,timepoint,infection_count,std_1,N_1,Missing_1,Seroprev,std_2,N_2,Missing_2
0,35.0,0.062,0.010805876832301933,500.0,1.0,-1.0,-1.0,500.0,0.0
1,91.0,0.524,0.022329778851335132,500.0,1.0,-1.0,-1.0,500.0,0.0
2,98.0,-1.0,-1.0,500.0,0.0,0.26,0.02036982419348336,500.0,1.0
3,126.0,-1.0,-1.0,500.0,0.0,0.55,0.022178845444855932,500.0,1.0
4,154.0,0.322,0.02065808724681419,500.0,1.0,-1.0,-1.0,500.0,0.0
5,168.0,0.214,0.01799889835389043,500.0,1.0,-1.0,-1.0,500.0,0.0
6,175.0,-1.0,-1.0,500.0,0.0,0.788,0.01669513665895463,500.0,1.0
7,196.0,0.08,0.012007549165036163,500.0,1.0,-1.0,-1.0,500.0,0.0
8,224.0,0.03,0.0073839642050762865,500.0,1.0,-1.0,-1.0,500.0,0.0
9,252.0,-1.0,-1.0,500.0,0.0,0.92,0.013391126437470403,500.0,1.0
10,294.0,-1.0,-1.0,500.0,0.0,0.908,0.013195677487638112,500.0,1.0
11,308.0,-1.0,-1.0,500.0,0.0,0.896,0.013172684683220443,500.0,1.0
12,315.0,-1.0,-1.0,500.0,0.0,0.916,0.01316518322658661,500.0,1.0
13,343.0,0.012,0.0034736776680045676,500.0,1.0,-1.0,-1.0,500.0,0.0
14,385.0,0.07,0.01139414485080917,500.0,1.0,-1.0,-1.0,500.0,0.0
15,399.0,-1.0,-1.0,500.0,0.0,0.918,0.012950851085233623,500.0,1.0
